fiscalYear,currentValue,name,duns,multiYear
2017,4192.62,Konica Minolta Business Solutions U.S.A.,626578041,true
2017,32046.75,Net Direct Systems,54007823,true
2017,18506.12,Vastec,808137546,true
2017,5489.49,Net Direct Systems,54007823,true
2017,5615.92,Global Data Center,926705633,true
2017,54050.8,Net Direct Systems,54007823,true
2017,26687.94,Abba Technologies,829063734,false
2017,3880.09,Konica Minolta Business Solutions U.S.A.,626578041,true
2017,4117,Ricoh Usa,43964519,true
2017,7763.16,Net Direct Systems,54007823,true
2017,396269.25,Altec Industries,4001731,true
2017,19694.3,Net Direct Systems,54007823,true
2017,4409.49,Net Direct Systems,54007823,true
2017,1681423,Deloitte Consulting,19121586,true
2017,336350,DTC Communications,190828541,true
2017,19191.71,Net Direct Systems,54007823,true
2017,4586,Net Direct Systems,54007823,true
2017,13509.69,Net Direct Systems,54007823,true
2017,2837,Ricoh Usa,43964519,true
2017,6143.76,Ricoh Usa,43964519,true
2017,4848.84,Net Direct Systems,54007823,true
2017,38106,Net Direct Systems,54007823,true
2017,74477.5,Net Direct Systems,54007823,true
2017,5213.6,Net Direct Systems,54007823,true
2017,9103.17,Konica Minolta Business Solutions U.S.A.,626578041,true
2017,592351.28,Integral Consulting Services,18193669,true
2017,3977.21,Konica Minolta Business Solutions U.S.A.,626578041,true
2017,2065734.93,AllWorld Language Consultants,949873624,true
2017,5690057.74,M V M,38049532,true
2017,4697967.12,Metropolitan Interpreters & Translators,186945325,true
2017,2817232.19,Conduit Language Specialists,5065946,true
2017,3498475.33,Legal Interpreting Services,965603293,true
2017,800000,Leidos,967488581,true
2017,6467.78,Focus Camera,147996417,true
2017,590686,Farber Specialty Vehicles,106001675,true
2017,52384.18,Dell Marketing,877936518,true
2017,10000,Vectrus Mission Solutions Corporation,360638902,false
2017,3880.68,Net Direct Systems,54007823,true
2017,14784.29,Net Direct Systems,54007823,true
2017,5127.48,Net Direct Systems,54007823,true
2017,39962,Nord Atlantic Trading,878515956,true
2017,660448.75,Altec Industries,4001731,true
2017,130071.48,Xerox Corporation,39860122,true
2017,1345.32,Xerox Corporation,39860122,true
2017,47318.4,Canon U.S.A.,116194192,true
2017,9708,Net Direct Systems,54007823,true
2017,101310.72,Adapt Pharma,79673287,true
2017,13894,EZ Print Supplies,141254842,false
2017,3648,Ricoh Usa,43964519,true
2017,5283.32,Net Direct Systems,54007823,true
2017,6653,Kyocera Document Solutions America,64465503,true
2017,11647.15,Net Direct Systems,54007823,true
2017,10009.98,Provengo,142120273,false
2017,89853.9,Government Scientific Source,785807611,true
2017,32057.7,Relx,877672683,true
2017,17991.27,West Publishing Corporation,148508286,true
2017,25030.53,Net Direct Systems,54007823,true
2017,7454.16,JTF Business Systems Corporation,948396890,true
2017,23890,Tab Products Co.,9154659,true
2017,8856,Canon U.S.A.,116194192,true
2017,10175.2,Axiscore,618932227,true
2017,105530,Corp Ten International,112996327,true
2017,4489,F C I Tech,622350184,false
2017,17472,Xerox Corporation,39860122,true
2017,7552,Canon U.S.A.,116194192,true
2017,4497,Kyocera Document Solutions America,64465503,true
2017,101865,Immediate System Resources,1742662,false
2017,6590,Adaptive Digital Systems,43957141,true
2017,4378.84,Konica Minolta Business Solutions U.S.A.,626578041,true
2017,6042,Xerox Corporation,39860122,true
2017,24510,Focus Camera,147996417,true
2017,423786.3,Parker Tide,9043600,true
2017,3299.45,ASE Direct,616385667,true
2017,849520,SRA International,97779698,true
2017,3315,H Squared,63079268,true
2017,10026,Ricoh Usa,43964519,true
2017,4468.86,Net Direct Systems,54007823,true
2017,4454.44,GPS Intelligence,153956417,true
2017,75869.38,Vastec,808137546,true
2017,53922.9,Govplace,957050883,true
2017,2273245.75,ADC LTD NM,146389994,true
2017,5531,Xerox Corporation,39860122,true
2017,707880,HR Anew,115415338,true
2017,974139,Adaptive Digital Systems,43957141,true
2017,2727894.9,CSRA,79735371,true
2017,691974.1,Potomacwave Consulting,809019180,true
2017,454649.15,MSM Security Services,33892381,true
2017,1818596.6,Keypoint Government Solutions,152867235,true
2017,1818596.6,Omniplex World Services,619712672,true
2017,9645,Capitol Digital Document Solutions,807680421,true
2017,8548,Kyocera Document Solutions America,64465503,true
2017,26188.72,Ewing Electronics,556915130,false
2017,81252.78,Nelson Enterprise Technology Services,827022141,true
2017,6275.43,Atlantic Diving Supply,27079776,true
2017,6021.64,Dell Marketing,877936518,true
2017,32592.51,Benefit Planning,790801765,true
2017,5279.92,Capitol Digital Document Solutions,807680421,true
2017,9213,Benefit Planning,790801765,true
2017,229219.5,Panamerica Computers,166669742,true
2017,276699,Panamerica Computers,166669742,true
2017,15025.2,Govplace,957050883,true
2017,63335.25,Motorola Solutions,69373090,true
2017,12187,Motorola Solutions,69373090,true
2017,109500,FCN,615378007,true
2017,240000,FCN,615378007,true
2017,4527,Motorola Solutions,69373090,true
2017,41850,Blue Tech,121701957,true
2017,5962.4,Panamerica Computers,166669742,true
2017,12465,FCN,615378007,true
2017,28636.3,Government Acquisitions,603814054,true
2017,5668,Cellebrite,33095568,true
2017,91725,FS Partners,78374094,true
2017,86366.25,Motorola Solutions,69373090,true
2017,4328,The Medalcraft Mint,6130371,true
2017,15051.34,Net Direct Systems,54007823,true
2017,131467.2,Giant Oak,831127738,true
2017,36760.5,Motorola Solutions,69373090,true
2017,246386.96,Giant Oak,831127738,true
2017,7007.87,Wildflower International,619719693,true
2017,12000,Government Acquisitions,603814054,true
2017,87745,Blue Tech,121701957,true
2017,9917.25,Motorola Solutions,69373090,true
2017,66542.2,Panamerica Computers,166669742,true
2017,23843.94,Wildflower International,619719693,true
2017,324999.99,Akira Technologies,605928246,true
2017,72644,Trofholz Technologies,119514144,true
2017,50000,University of Maryland,790934285,true
2017,183160.28,FS Partners,78374094,true
2017,16187,Blue Tech,121701957,true
2017,11515.5,Motorola Solutions,69373090,true
2017,148358.5,FS Partners,78374094,true
2017,5742.5,Anacapa Micro Products,556496370,true
2017,7890.75,Anacapa Micro Products,556496370,true
2017,40834.2,Panamerica Computers,166669742,true
2017,14671.76,Red River Technology,933678708,true
2017,1266540,Trofholz Technologies,119514144,true
2017,100966.91,FS Partners,78374094,true
2017,33728.9,FS Partners,78374094,true
2017,235878.66,Red River Technology,933678708,true
2017,150299.59,Panamerica Computers,166669742,true
2017,8294.05,Net Direct Systems,54007823,true
2017,607563,FCN,615378007,true
2017,14000,Government Acquisitions,603814054,true
2017,44814.6,FS Partners,78374094,true
2017,483397.48,FCN,615378007,true
2017,183527.55,Panamerica Computers,166669742,true
2017,4933.86,New Tech Solutions,20149303,true
2017,961741.56,Giant Oak,831127738,true
2017,4032.47,Anacapa Micro Products,556496370,true
2017,793744.64,Giant Oak,831127738,true
2017,7414.56,Govplace,957050883,true
2017,186630.83,Government Acquisitions,603814054,true
2017,5449.05,FS Partners,78374094,true
2017,2033.46,Anacapa Micro Products,556496370,true
2017,494820,Cellebrite,33095568,true
2017,574425,Cellebrite,33095568,true
2017,613386,Cellebrite,33095568,true
2017,9567.13,Net Direct Systems,54007823,true
2017,22361.63,Net Direct Systems,54007823,true
2017,103142.22,FS Partners,78374094,true
2017,529591,DTC Communications,190828541,true
2017,3471.04,Panamerica Computers,166669742,true
2017,3520,Anacapa Micro Products,556496370,true
2017,45260,Carey & Company,124333886,true
2017,3874.86,Net Direct Systems,54007823,true
2017,14100,Akira Technologies,605928246,true
2017,40550.18,FCN,615378007,true
2017,15351,Blue Tech,121701957,true
2017,5798.16,Akira Technologies,605928246,true
2017,7936.81,Net Direct Systems,54007823,true
2017,107145.9,The Janz Corporation,103534595,false
2017,12911.68,Net Direct Systems,54007823,true
2017,7773,Blue Tech,121701957,true
2017,14668.18,Akira Technologies,605928246,true
2017,14495.4,Akira Technologies,605928246,true
2017,843875,Blue Tech,121701957,true
2017,4046,Fedstore Corporation,51237027,true
2017,1043699.58,FS Partners,78374094,true
2017,187983.86,Govplace,957050883,true
2017,10645.25,FS Partners,78374094,true
2017,20089.2,Akira Technologies,605928246,true
2017,108755.5,Motorola Solutions,69373090,true
2017,19920.09,Net Direct Systems,54007823,true
2017,2247.22,Anacapa Micro Products,556496370,true
2017,895000,Blue Tech,121701957,true
2017,47755.68,MA Federal,942408766,true
2017,287485.36,Net Direct Systems,54007823,true
2017,73544.28,Anacapa Micro Products,556496370,true
2017,4088.93,Anacapa Micro Products,556496370,true
2017,10307.6,Akira Technologies,605928246,true
2017,12356.7,Panamerica Computers,166669742,true
2017,28562.5,Blue Tech,121701957,true
2017,9225.75,Alvarez,160759135,true
2017,5962,Motorola Solutions,69373090,true
2017,4092.46,Anacapa Micro Products,556496370,true
2017,35010,Cellebrite,33095568,true
2017,195485,Blue Tech,121701957,true
2017,802275.7,Giant Oak,831127738,true
2017,310597.7,Red River Technology,933678708,true
2017,15117.85,FS Partners,78374094,true
2017,5182.94,C & C International Computers & Consultants,932469612,true
2017,80125,FCN,615378007,true
2017,59893.1,VF Imagewear,4048013,true
2017,524339.5,Blue Tech,121701957,true
2017,149031.96,Government Acquisitions,603814054,true
2017,524349,Akira Technologies,605928246,true
2017,731940,FCN,615378007,true
2017,276696,Comprehensive Health Services,87701231,true
2017,12115.35,Atlantic Diving Supply,27079776,true
2017,21000,AccessData Group,963484485,true
2017,6417.12,Alert Holdings Group,33174293,true
2017,27159,L3 Technologies,118052013,false
2017,46120,Rigaku Analytical Devices,78381879,true
2017,3766.5,Adams Evidence Grade Technology,14514541,true
2017,151848,Magnet Forensics Usa,80001807,true
2017,19738,L3 Technologies,192372860,true
2017,5000,B.E. Meyers & Co.,86251469,true
2017,8609.25,Progressive Environmental Services,829695530,true
2017,283895.6,Applied Fundamentals Consulting,965669000,false
2017,8748,Scif Solutions,169942591,true
2017,4318,Entech Sales and Service,23573108,false
2017,4537,Cummins - Allison,5069760,true
2017,6353.76,Marriott International,98696925,false
2017,3890.45,Cleatech,69482114,true
2017,51001.65,Motiondsp,189211050,true
2017,47345,Susteen,797052701,true
2017,28500,Matt Burns,217402193,true
2017,181812.84,Atlantic Diving Supply,27079776,true
2017,36000,Volexity,79209419,false
2017,32719,Capital Compressor,131951972,true
2017,8000,Griffeye,80638467,true
2017,121111.85,Foster & Freeman USA,136391252,true
2017,4320,ERAD Group,79347168,true
2017,17280,Technical Maintenance and Services,151480134,true
2017,66200,Cellebrite,33095568,true
2017,29940,Chainalysis,79827246,true
2017,11400,KDH Defense Systems,142984124,true
2017,15696,FS Partners,78374094,true
2017,7025,Square One Armoring Services Co,787361302,true
2017,16764.8,Tech Ops Specialty Vehicles,80524318,true
2017,372676,Simple Technology Solutions,79197169,true
2017,5927,Obsidian Integration,80333696,false
2017,9000,Volexity,79209419,false
2017,621366,Lyme Computer Systems,144763067,false
2017,204060,Central Parking Corporation,50669670,true
2017,10138.1,Scaletta Moloney Armoring,847414760,true
2017,6708,Kell Systems,11540031,false
2017,10464,V3gate,808862598,true
2017,5837.85,Dell Marketing,877936518,true
2017,4800,County of Ventura,868478850,false
2017,15000,Prado Family Shooting Range,64836799,true
2017,62381.65,KDH Defense Systems,142984124,true
2017,397554.5,Northrop Grumman Systems Corporation,15247885,true
2017,18054.73,Whispering Pines Enterprises,164947314,true
2017,3150,Davila & Associates,194757514,false
2017,28112.6,Pen-Link,195956636,true
2017,243000,Ewa Government Systems,103197583,true
2017,4560,Central Parking Corporation,50669670,true
2017,409049.78,Chainalysis,79827246,true
2017,29999.84,Saul Mineroff Electronics,89401640,false
2017,41480.8,International Satellite Services,48822402,true
2017,20140,Nal Research,799458039,true
2017,5305,Square One Armoring Services Co,787361302,true
2017,7345.5,Atlantic Diving Supply,27079776,true
2017,12820.32,RMA Armament,78720225,false
2017,24999,Anthony Ibeagha,828604871,true
2017,18900,Word Systems,85619880,true
2017,87890,Carey & Company,124333886,true
2017,12372,Truckvault,962916144,true
2017,6400,Griffeye,80638467,true
2017,4136.4,Telerik,868038840,false
2017,24869,Bob Barker Company,58525536,true
2017,399900,Cellebrite,33095568,true
2017,387946.62,Scif Solutions,169942591,true
2017,18778,Ecs Federal,806026852,true
2017,3240,Conduit Transcriptions,80510300,false
2017,94101.7,Edge Technology Distributors,790297019,false
2017,10850,JDL Digital Systems,165449872,true
2017,487308.4,JDL Digital Systems,165449872,true
2017,981914.6,JDL Digital Systems,165449872,true
2017,1874093.88,A. Harold and Associates,130381051,true
2017,18337088.5,Bowhead Support Group,614832819,true
2017,4382228.43,Logistics Applications,177039286,true
2017,226047.59,Diverse Staffing Services,90012183,false
2017,12238311.3,Deloitte & Touche,187107958,true
2017,19930.92,Priority Courier,943629535,false
2017,10843.56,Shred-It USA,80537986,true
2017,2304648.21,Solv,835979147,true
2017,2075945.34,Solv,835979147,true
2017,1109156.04,KCorp Support Services,790993252,true
2017,4933310.2,Omniplex World Services,619712672,true
2017,4933310.2,Keypoint Government Solutions,152867235,true
2017,4933310.2,ADC LTD NM,146389994,true
2017,1233327.55,MSM Security Services,33892381,true
2017,8633292.85,CSRA,79735371,true
2017,4735.68,Benefit Planning,790801765,true
2017,52618.08,C.F.I. Delivery,931670392,true
2017,9540.92,Time Warner Cable Enterprises,962685736,false
2017,1258405.56,KCorp Support Services,790993252,true
2017,8087.12,Metro Office Solutions,787411917,true
2017,39199.93,Haworth,72595457,true
2017,11522.31,"Hergo, Ergonomic Support Systems",791990146,true
2017,266279.38,Haworth,72595457,true
2017,5910.24,"Hergo, Ergonomic Support Systems",791990146,true
2017,9554420.13,Native Energy & Technology,80778868,true
2017,23775.12,Haworth,72595457,true
2017,32477.52,Sampson Partners,124623039,true
2017,43353.88,CBT Supply,19979132,true
2017,94380,Spectrum Services Group,828301213,true
2017,7635,U.S. Legal Support,2688059,true
2017,3490,Neal R. Gross and Company,1627124,true
2017,11743.65,Joliva Trucking,828709589,true
2017,5874.27,Future Fibre Technologies USA,602667839,true
2017,35700,Simon Wiesenthal Center,151580305,true
2017,2568.8,Jennifer Marquardt,80688784,false
2017,,Ben Fitzgerald Real Estate Services,53117149,true
2017,5247,Whitaker Brothers Business Machines,24292732,true
2017,,Vista Outdoor Sales,79331239,true
2017,11810215.42,Grant Thornton,128159105,true
2017,92994.9,Bashen Corporation,877933408,true
2017,67330,Bashen Corporation,877933408,true
2017,42314,Bashen Corporation,877933408,true
2017,45936,Bashen Corporation,877933408,true
2017,542655.2,PCS Enterprises,4841107,true
2017,48039.62,Olin Corporation,88736686,true
2017,14927.36,Vista Outdoor Sales,79331239,true
2017,3356.48,Olin Corporation,88736686,true
2017,2304.96,Vista Outdoor Sales,79331239,true
2017,15585.92,Vista Outdoor Sales,79331239,true
2017,,Goodco Mechanical,15490144,true
2017,336214.08,Total Concept 360 Consulting,838390933,false
2017,7442404.77,Deloitte Consulting,19121586,true
2017,1299934.41,Deloitte Consulting,19121586,true
2017,46112,Bashen Corporation,877933408,true
2017,51440.09,Bashen Corporation,877933408,true
2017,1730321.15,Deloitte Consulting,19121586,true
2017,102757.54,Bashen Corporation,877933408,true
2017,267697.85,Ben Fitzgerald Real Estate Services,53117149,true
2017,51786.2,Allclear Id,790818772,true
2017,7424705.56,Deloitte Consulting,19121586,true
2017,2610.32,Mythics,13358002,true
2017,1415664.86,Deloitte Consulting,19121586,true
2017,243667.2,Vista Outdoor Sales,79331239,true
2017,,Benefit Planning,790801765,true
2017,7156.8,Trusted Translations,142063333,true
2017,236000,M. L. Benjamin Enterprises,194508131,true
2017,1595936.49,Booz Allen Hamilton,6928857,true
2017,198830.76,Bashen Corporation,877933408,true
2017,363293,"Delany, Siegel, Zorn & Associates",101176097,true
2017,406658.43,Solutions Through Innovative Technologies,3592412,true
2017,4467289.9,Deloitte Consulting,19121586,true
2017,3909821.28,Ernst & Young,95347159,true
2017,894909.57,Solutions Through Innovative Technologies,3592412,true
2017,709295.55,Vista Outdoor Sales,79331239,true
2017,13278,Vista Outdoor Sales,79331239,true
2017,7307.13,Vista Outdoor Sales,79331239,true
2017,213156.42,Olin Corporation,88736686,true
2017,46468.86,Urban Adventures at Gallery Place,787815542,true
2017,1793.6,AEEC,36279193,true
2017,832754,Remington Arms Company,1453216,true
2017,37913811.53,CACI-ISS,616205675,true
2017,6974.89,Knight’S Armament Company,54038138,true
2017,4120,Remington Arms Company,1453216,true
2017,139460.7,Aardvark,861004349,true
2017,2205036.8,Motorola Solutions,69373090,true
2017,1109000,Lionbridge Global Solutions II,134265938,true
2017,48628.45,Remington Arms Company,1453216,true
2017,10000,Out & Equal Workplace Advocates,114129591,true
2017,,Red Carrot,31689583,true
2017,174511.2,Technology - Management & Innovative Solutions,135665169,true
2017,188213.1,Firelake Construction,966127768,true
2017,556252.68,U.S. Federal Solutions,78711150,true
2017,92088,Silas Frazier Realty,933766441,false
2017,,Vista Outdoor Sales,79331239,true
2017,,Tactical & Survival Specialties,607775848,true
2017,15034.8,Witmer Public Safety Group,928251321,true
2017,452781,Federal Facilitators,119969970,true
2017,340229.2,M. L. Benjamin Enterprises,194508131,true
2017,9000,Sprint Communications Company,603493677,true
2017,1247,Whitaker Brothers Business Machines,24292732,true
2017,106245,US Anodizing,15606251,true
2017,5859.15,Dun & Bradstreet,135838084,true
2017,8392,Evacusled,201786600,true
2017,38139,Winnow Management Corporation,613026223,true
2017,12608.45,Johnson Controls Security Solutions,7507671,true
2017,42182.4,Atlantic Diving Supply,27079776,true
2017,57595.2,Atlantic Diving Supply,27079776,true
2017,117128.46,Thermo Scientific Portable Analytical Instruments,112893131,true
2017,262194.92,Aardvark,861004349,true
2017,4499,Management Concepts,82355652,true
2017,71052,A2z Supply,808414531,true
2017,8159.52,Haworth,72595457,true
2017,10650,Central Transportation Systems,7369119,true
2017,9193.6,Atlantic Diving Supply,27079776,true
2017,14601.6,Atlantic Diving Supply,27079776,true
2017,7071918.91,Miracle Systems,133239397,true
2017,6318.5,Presenta Plaque Corporation,161619705,true
2017,147687.7,Aardvark,861004349,true
2017,19289747.87,M V M,38049532,true
2017,98312.73,Spacesaver Storage Systems,796830029,true
2017,14899.2,Varidesk,79464963,true
2017,216776.84,ReconRobotics,191067664,true
2017,41535,A2z Supply,808414531,true
2017,3820823.6,Deloitte Consulting,19121586,true
2017,60593.76,USATactical Supply,21725457,true
2017,19288.7,MMI Outdoor,621407980,true
2017,29639.61,Bottom Line Military Sales,146850255,true
2017,3807113.64,Deloitte Consulting,19121586,true
2017,2598.75,Chief Supply Corporation,929305191,true
2017,41593.5,Amron International,86003852,true
2017,6620.6,Owyhee Group Companies,60704830,false
2017,865933.56,Logistics Applications,177039286,true
2017,49813.18,The Medalcraft Mint,6130371,true
2017,4602.88,Fiskars Brands,803836345,false
2017,3369.6,Affordable Interior Systems,626060222,true
2017,59580.4,Caprice Electronics,92658152,true
2017,1934264.45,Terathink Corporation,114921872,false
2017,23132.85,Jeremy Meyer,801957981,true
2017,2071627.6,Aardvark,861004349,true
2017,159748.98,Vista Outdoor Sales,79331239,true
2017,9171.04,Benefit Planning,790801765,true
2017,5334.1,Benefit Planning,790801765,true
2017,19960.02,Vista Outdoor Sales,79331239,true
2017,15109.32,Vista Outdoor Sales,79331239,true
2017,616896.56,Knight’S Armament Company,54038138,true
2017,363307.25,Vista Outdoor Sales,79331239,true
2017,97500,Urban Adventures at Gallery Place,787815542,true
2017,82562.55,LC Industries,962257445,true
2017,558785,Colt Defense,121396217,true
2017,11310.6,Vista Outdoor Sales,79331239,true
2017,15035.52,Vista Outdoor Sales,79331239,true
2017,58196,Glock,148099450,true
2017,4609.92,Vista Outdoor Sales,79331239,true
2017,39097,Atlantic Diving Supply,27079776,true
2017,649765.78,Vista Outdoor Sales,79331239,true
2017,15787.38,Vista Outdoor Sales,79331239,true
2017,90919.8,Olin Corporation,88736686,true
2017,3522.6,L C NPEE,831108928,true
2017,2717.28,RUAG Ammotec USA,832426261,true
2017,3870,Vista Outdoor Sales,79331239,true
2017,68694.96,Olin Corporation,88736686,true
2017,3030.66,Olin Corporation,88736686,true
2017,164691.25,Glock,148099450,true
2017,375.89,Vista Outdoor Sales,79331239,true
2017,460.64,Olin Corporation,88736686,true
2017,113520,Vista Outdoor Sales,79331239,true
2017,75825,Atlantic Diving Supply,27079776,true
2017,28472.61,Vista Outdoor Sales,79331239,true
2017,26960.79,Vista Outdoor Sales,79331239,true
2017,2489.1,Olin Corporation,88736686,true
2017,1361.7,Olin Corporation,88736686,true
2017,860,Vista Outdoor Sales,79331239,true
2017,57000,Olin Corporation,88736686,true
2017,9000.32,Vista Outdoor Sales,79331239,true
2017,50511,Olin Corporation,88736686,true
2017,1885.1,Vista Outdoor Sales,79331239,true
2017,3797.46,International Cartridge Corporation,840215854,true
2017,12459.38,Olin Corporation,88736686,true
2017,673.48,Olin Corporation,88736686,true
2017,20541.14,Olin Corporation,88736686,true
2017,275907.15,Vista Outdoor Sales,79331239,true
2017,2349.3,Vista Outdoor Sales,79331239,true
2017,20673.95,Vista Outdoor Sales,79331239,true
2017,27279,FN America,98401086,true
2017,1082,Vista Outdoor Sales,79331239,true
2017,533.75,Olin Corporation,88736686,true
2017,55800,Olin Corporation,88736686,true
2017,299324.65,Remington Arms Company,1453216,true
2017,37589,Vista Outdoor Sales,79331239,true
2017,52868.18,Olin Corporation,88736686,true
2017,16624.98,Olin Corporation,88736686,true
2017,66337.78,Olin Corporation,88736686,true
2017,667.14,Vista Outdoor Sales,79331239,true
2017,50394,Vista Outdoor Sales,79331239,true
2017,187945,Vista Outdoor Sales,79331239,true
2017,439630,Atlantic Diving Supply,27079776,true
2017,303066,Olin Corporation,88736686,true
2017,397466.5,Remington Arms Company,1453216,true
2017,255222,Atlantic Diving Supply,27079776,true
2017,107500,Vista Outdoor Sales,79331239,true
2017,6504.48,Atlantic Diving Supply,27079776,true
2017,140000,Olin Corporation,88736686,true
2017,3775,Benefit Planning,790801765,true
2017,20625,Colt Defense,121396217,true
2017,59770,Vista Outdoor Sales,79331239,true
2017,58905,Atlantic Diving Supply,27079776,true
2017,10336.92,Vista Outdoor Sales,79331239,true
2017,754.04,Vista Outdoor Sales,79331239,true
2017,1879.45,Vista Outdoor Sales,79331239,true
2017,67102.5,Knight’S Armament Company,54038138,true
2017,12669.35,Price Modern,3073525,true
2017,4757.22,Benefit Planning,790801765,true
2017,12172.5,Vista Outdoor Sales,79331239,true
2017,226011.5,Aardvark,861004349,true
2017,1661810.2,Central Lake Armor Express,602335882,true
2017,12818.68,Vista Outdoor Sales,79331239,true
2017,41690.5,Net Direct Systems,54007823,true
2017,23914.04,Price Modern,3073525,true
2017,53394,Net Direct Systems,54007823,true
2017,5575.92,Net Direct Systems,54007823,true
2017,38600,Price Modern,3073525,true
2017,178173.7,Anacapa Micro Products,556496370,true
2017,23609.26,Price Modern,3073525,true
2017,22425.02,Anacapa Micro Products,556496370,true
2017,149202.2,Price Modern,3073525,true
2017,13301999.68,Motorola Solutions,69373090,true
2017,29080.54,Price Modern,3073525,true
2017,238255.64,Price Modern,3073525,true
2017,76130,FN America,98401086,true
2017,7200,C & C International Computers & Consultants,932469612,true
2017,7583.71,Price Modern,3073525,true
2017,7516.08,Tactical Medical Solutions,131480662,false
2017,987.84,Vista Outdoor Sales,79331239,true
2017,178218.78,Price Modern,3073525,true
2017,140325.18,Price Modern,3073525,true
2017,245047.51,Price Modern,3073525,true
2017,136034.49,Price Modern,3073525,true
2017,31573.13,Price Modern,3073525,true
2017,13591.72,Price Modern,3073525,true
2017,79097.29,Price Modern,3073525,true
2017,7485.36,Price Modern,3073525,true
2017,4445.92,Price Modern,3073525,true
2017,1232750.12,Tactical & Survival Specialties,607775848,true
2017,220000,Red Carrot,31689583,true
2017,7872,Tactical & Survival Specialties,607775848,true
2017,21889.1,Price Modern,3073525,true
2017,565716.99,Tactical & Survival Specialties,607775848,true
2017,61060,Vista Outdoor Sales,79331239,true
2017,57135.28,Vista Outdoor Sales,79331239,true
2017,74272.94,Vista Outdoor Sales,79331239,true
2017,15422.88,Vista Outdoor Sales,79331239,true
2017,6234.4,International Cartridge Corporation,840215854,true
2017,312689.42,Tactical & Survival Specialties,607775848,true
2017,20385.15,Freeman Expositions,7821085,true
2017,114377.69,at Your Service Heating & Cooling,9557104,true
2017,6920,Purple Communications,123716578,true
2017,77440,Glock,148099450,true
2017,51537.5,Combined Systems,57223794,true
2017,130501.25,KCorp Support Services,790993252,true
2017,9976.52,A2z Supply,808414531,true
2017,99799,Sig Sauer,78770392,true
2017,3357,WMK San Antonio,78306688,true
2017,4926.2,Vista Outdoor Sales,79331239,true
2017,16655,John Wiley & Sons,1519248,true
2017,10837.64,Vista Outdoor Sales,79331239,true
2017,4078,Springfield,187568928,true
2017,10470,Vermont State Colleges,807840608,true
2017,7389.3,Vista Outdoor Sales,79331239,true
2017,30889.5,Varidesk,79464963,true
2017,71400,Simon Wiesenthal Center,151580305,true
2017,3500,Hit Portfolio I Misc TRS,80997786,true
2017,12000,Vermont State Colleges,807840608,true
2017,12470,Vermont State Colleges,807840608,true
2017,5100,Office Depot,614345809,true
2017,5095,Smithmyer Electronics,184227973,false
2017,71949.8,Atlantic Diving Supply,27079776,true
2017,5583.76,Rosamilia Builders,959263484,true
2017,12350,Nosler,9028176,true
2017,6699.69,McCall Handling Co.,2544492,false
2017,145748.12,Point Blank Enterprises,78855857,true
2017,20837.84,United Tactical Systems,78537385,true
2017,24263.2,Atlantic Diving Supply,27079776,true
2017,107600,Glock,148099450,true
2017,20118,A2z Supply,808414531,true
2017,149310,B5 Systems,828777867,true
2017,21991.43,R. P. Aiken & Son,49671092,true
2017,37133.6,A2z Supply,808414531,true
2017,6122.5,Combined Systems,57223794,true
2017,59068.7,Ultimate Training Munitions,782677426,false
2017,10767,General Dynamics Ordnance and Tactical Systems,961846417,true
2017,24807,CQ-Roll Call,780247644,true
2017,42000,Tomahawk Defense,79869344,true
2017,20443.05,Point Blank Enterprises,78855857,true
2017,17080,Response Marketing,71351449,true
2017,4055.94,General Dynamics Ordnance and Tactical Systems,961846417,true
2017,63900,A2z Supply,808414531,true
2017,9119,Zee Technologies,167525638,false
2017,13703.48,Anchortex Corporation,615503877,false
2017,11819.98,3M Company,6173082,false
2017,,Government Contract Solutions,948928270,false
2017,1760,The Terminix International Company Partnership,157241688,false
2017,16280,Whitaker Brothers Business Machines,24292732,true
2017,20475.62,L & R Manufacturing Co,2176741,false
2017,7795,Whitaker Brothers Business Machines,24292732,true
2017,7347,Whitaker Brothers Business Machines,24292732,true
2017,9996,Whitaker Brothers Business Machines,24292732,true
2017,2355,Whitaker Brothers Business Machines,24292732,true
2017,5198,Whitaker Brothers Business Machines,24292732,true
2017,334080,Government Contract Solutions,948928270,false
2017,9154,Whitaker Brothers Business Machines,24292732,true
2017,13456,Breaching Technologies,168091937,true
2017,4595.41,Securityhunter,610626798,false
2017,8328.06,Anchortex Corporation,615503877,false
2017,18981.87,4Imprint,122071905,false
2017,4339.54,Document Imaging Dimensions,38062712,true
2017,4356.54,4Imprint,122071905,false
2017,58079.42,Signature Technology Solutions,90599171,false
2017,90576.18,Signature Technology Solutions,90599171,false
2017,6896037.76,General Dynamics Information Technology,67641597,false
2017,28782,Whitaker Brothers Business Machines,24292732,true
2017,1250215.5,Ben Fitzgerald Real Estate Services,53117149,true
2017,1695631.4,Barling Bay,135726185,true
2017,57136745.01,Savantage Financial Services,878187012,true
2017,61356488.28,Phacil,54885111,true
2017,2434946.83,clearAvenue,124289708,true
2017,66673.56,Net Direct Systems,54007823,true
2017,394843.12,Palantir Technologies,362130952,true
2017,3934.2,Net Direct Systems,54007823,true
2017,15438028.36,Wexler Technical Solutions,184347024,true
2017,26708,Net Direct Systems,54007823,true
2017,819430.26,Evigilant.com,125744040,true
2017,452956,Escgov,136155178,true
2017,5314,Net Direct Systems,54007823,true
2017,102227.7,Govplace,957050883,true
