duns,cleanName,vendorName,origName,url
4791238,Commercial Moving Solutions,"Commercial Moving Solutions, Inc","COMMERCIAL MOVING SOLUTIONS, INC.",
130381051,A. Harold and Associates,A. Harold and Associates LLC,A. HAROLD AND ASSOCIATES LLC,
614832819,Bowhead Support Group,Bowhead Support Group LLC,BOWHEAD SUPPORT GROUP LLC,
783080526,Associated Services,Associated Services Inc,ASSOCIATED SERVICES INC,
177039286,Logistics Applications,Logistics Applications Inc.,LOGISTICS APPLICATIONS INC.,
71172589,Coxcom,"Coxcom, LLC","COXCOM, INC.",
30352822,Azimuth Corporation,Azimuth Corporation,AZIMUTH CORPORATION,
178074969,RHG Group,"Rhg Group, Inc.",R H G GROUP INCORPORATED,
187107958,Deloitte & Touche,Deloitte & Touche LLP,DELOITTE & TOUCHE LLP,
80537986,Shred-It USA,SHRED-IT USA LLC,SHRED-IT USA LLC,
835979147,Solv,Solv LLC,SOLV LLC,
790473453,Integrated Finance and Accounting Solutions,"Integrated Finance and Accounting Solutions, LLC","INTEGRATED FINANCE AND ACCOUNTING SOLUTIONS, LLC",
190815519,Pacific Lighting Management,"PACIFIC LIGHTING MANAGEMENT, INC","PACIFIC LIGHTING MANAGEMENT, INC",
128729373,United Parcel Service,"United Parcel Service, Inc. (oh)",UNITED PARCEL SERVICE INCORPORATED (OH) (2075),
185743655,Federal Express Corporation,Federal Express Corporation,FEDERAL EXPRESS CORPORATION,
960380806,The Training Connection,"TRAINING CONNECTION, INC., THE",TRAINING CONNECTION INCORPORATED (6903),www.thetrainingconnection.com
53109898,American Immigration Lawyers Association,American Immigration Lawyers Association,AMERICAN IMMIGRATION LAWYERS ASSOCIATION,
153476226,24/7 Enterprises,"24/7 Enterprises, LLC","24/7 ENTERPRISES, LLC",
123478914,Step Two Investments,Step Two Investments LLC,STEP TWO INVESTMENTS LLC,
133129044,USA Couriers,"USA Couriers, Inc.","USA COURIERS, INC.",
831017848,Loyal Source Government Services,Loyal Source Government Services LLC,LOYAL SOURCE GOVERNMENT SERVICES LLC,
969943864,Interpark,Interpark LLC,INTERPARK LLC,
841284099,LLOYD Interest,"Lloyd Interest, LLC",24/7 DELIVERY SERVICE,
828039789,Tenica and Associates,Tenica and Associates LLC,TENICA AND ASSOCIATES LLC,
72595457,Haworth,"Haworth, Inc.","HAWORTH, INC",
131666708,KCorp Technology Services,"Kcorp Technology Services, Inc.","KCORP TECHNOLOGY SERVICES, INC.",
797039224,Varnermiller,"Varnermiller, LLC","VARNERMILLER, LLC",
47182209,Wicklander Zulawski and Associates,"Wicklander Zulawski and Associates, Inc.","WICKLANDER ZULAWSKI AND ASSOCIATES, INC.",
5050346,Enterprise Technology Solutions,"Enterprise Technology Solutions, Inc.","ENTERPRISE TECHNOLOGY SOLUTIONS, INC.",
74447095,County of Pinal,County of Pinal,"PINAL, COUNTY OF",
7507671,Johnson Controls Security Solutions,Johnson Controls Security Solutions LLC,TYCO INTEGRATED SECURITY LLC,
828709589,Joliva Trucking,Joliva Trucking LLC,J OLIVA TRUCKING,
79944512,Paul Radvany,Paul Radvany,"RADVANY, PAUL",
167013189,Express Alliance Courier,"Express Alliance Courier, Inc.",EXPRESS ALLIANCE COURIER,
155096154,The Centurion Group,The Centurion Group Inc,CENTURION GROUP INCORPORATED THE,
17610036,Sayres and Associates,Sayres and Associates Corp,SAYRES AND ASSOCIATES CORPORATION,
88736686,Olin Corporation,Olin Corporation,OLIN CORPORATION,
827663563,"C2G, LTD Co.","C2g, Ltd Co.","C2G, LTD CO.",
364156468,Premium Parking Service,Premium Parking Service LLC,PREMIUM PARKING SERVICE LLC,
124116463,Visionworx,"Visionworx, LLC","VISIONWORX, LLC",
931670392,C.F.I. Delivery,"C.F.I. Delivery, Ltd.","C.F.I. DELIVERY, LTD.",
802856083,Aero Mobility,"Aero Mobility, Inc.","AERO MOBILITY, INC.",
787411917,Metro Office Solutions,"Metro Office Solutions, Inc.","METRO OFFICE SOLUTIONS, INC.",
43837947,Vicon Industries,"Vicon Industries, Inc.",VICON INDUSTRIES INC,
610974201,Global Resource Solutions,"Global Resource Solutions, Inc.","GLOBAL RESOURCE SOLUTIONS, INC.",
80778868,Native Energy & Technology,"Native Energy & Technology, Inc.","NATIVE ENERGY & TECHNOLOGY, INC.",
19979132,CBT Supply,"Cbt Supply, Inc.","CBT SUPPLY, INC.",
828301213,Spectrum Services Group,"Spectrum Services Group, Inc","SPECTRUM SERVICES GROUP, INC",
2688059,U.S. Legal Support,"U.S. Legal Support, Inc.","U.S. LEGAL SUPPORT, INC.",
607957693,Atkinson-Baker,"Atkinson-Baker, Inc.","ATKINSON-BAKER, INC.",
1627124,Neal R. Gross and Company,"Neal R. Gross and Company, Inc.",NEAL R GROSS AND COMPANY INC,
191386275,Richard Tift T,Richard Tift T,"TIFT, RICHARD T",
602667839,Future Fibre Technologies USA,Future Fibre Technologies (us) Inc.,FUTURE FIBRE TECHNOLOGIES (US) INC.,
151580305,Simon Wiesenthal Center,"Simon Wiesenthal Center, Inc.","SIMON WIESENTHAL CENTER, INC.",
33747226,Cubic Global Defense,"Cubic Global Defense, Inc.","CUBIC GLOBAL DEFENSE, INC.",
40540304,The Mitre Corporation,The Mitre Corporation,THE MITRE CORPORATION,
615381907,St Net-Apptis Firstsource Joint Venture,St Net-Apptis Firstsource Joint Venture,ST NET APPTIS FIRSTSOURCE JOINT VENTURE,
127327877,Kadix Systems,"Kadix Systems, LLC","KADIX SYSTEMS, LLC",
72634389,Colonial Parking,"Colonial Parking, Inc.",COLONIAL PARKING INC,
143682164,Alon,"Alon, Inc. ",ALON INCORPORATED,http://www.XLA.com
968451591,All Points Logistics,"All Points Logistics, LLC",ALL POINTS LOGISTICS INCORPORATED,
827749289,Bulletin Intelligence,Bulletin Intelligence LLC,"BULLETIN NEWS, LLC",
961868721,Protective Products Enterprises,"Protective Products Enterprises, Inc.","PROTECTIVE PRODUCTS ENTERPRISES, INC",
43991108,CSRA,CSRA LLC,COMPUTER SCIENCES CORPORATION,
27284830,Imagann Cleaning Service,"Imagann Cleaning Service, Inc.","IMAGANN CLEANING SERVICE, INC.",
807545538,BAE Systems Protection Systems,Bae Systems Protection Systems Inc.,BAE SYSTEMS AEROSPACE & DEFENSE GROUP INC.,
142984124,KDH Defense Systems,"Kdh Defense Systems, Inc.",KDH DEFENSE SYSTEMS INC,
780247644,CQ-Roll Call,"Cq-Roll Call, Inc.","CQ-ROLL CALL, INC.",
808414531,A2z Supply,A2z Supply Corp,A2Z SUPPLY CORP,
877933408,Bashen Corporation,Bashen Corporation,S J BASHEN INC,
789017506,Deva & Associates,"Deva & Associates, P.C.","DEVA & ASSOCIATES, P.C.",
132222063,Patriot Solutions,"PATRIOT SOLUTIONS, INC","PATRIOT SOLUTIONS, INC",
125834866,Peraton,Peraton Inc.,PERATON INC.,
961846417,General Dynamics Ordnance and Tactical Systems,"General Dynamics Ordnance and Tactical Systems, Inc.","GENERAL DYNAMICS ORDNANCE AND TACTICAL SYSTEMS - SIMUNITION OPERATIONS, INC.",
74108176,Tecolote Research,"Tecolote Research, Inc.","TECOLOTE RESEARCH, INC.",
186576310,Kearney & Company,"KEARNEY & COMPANY, P.C.","KEARNEY & COMPANY, P.C.",www.kearneyco.com
4841107,PCS Enterprises,"Pcs Enterprises, Inc.","PCS ENTERPRISES, INC.",
961746620,QBASE-McNeil Integrated Solutions,Qbase-Mcneil Integrated Solutions Rllp,QBASE-MCNEIL INTEGRATED SOLUTIONS,
46859745,Hullihens Lawn Care,Hullihens Lawn Care Inc,HULLIHENS LAWN CARE INC,
26970634,Southside Garage and Used Auto Parts,Southside Garage and Used Auto Parts LLC,SOUTHSIDE GARAGE AND USED AUTO PARTS LLC,
609074612,Aimpoint,"Aimpoint, Inc.","AIMPOINT, INC.",
81113627,360 Total Concept Consulting,"360 Total Concept Consulting, Inc.","360 TOTAL CONCEPT CONSULTING, INC.",
143339492,FPMI Solutions,"Fpmi Solutions, Inc.",FPMI SOLUTIONS INCORPORATED,
119969970,Federal Facilitators,,"FEDERAL FACILITATORS, LLC.",
111187295,Golden Key Group,"Golden Key Group, LLC","GOLDEN KEY GROUP, LLC",
959263484,Rosamilia Builders,Rosamilia Builders,ROSAMILIA BUILDERS,
133297288,LT Business Solutions,"Lt Business Solutions, LLC","LT BUSINESS SOLUTIONS, LLC",
825118982,OPTiMO Information Technology,OPTiMO Information Technology LLC ,OPTIMO INFORMATION TECHNOLOGY LLC,http://www.optimo-it.com
142063333,Trusted Translations,"Trusted Translations, Inc.",TRUSTED TRANSLATIONS INC,
101176097,"Delany, Siegel, Zorn & Associates","Delany, Siegel, Zorn & Associates, Inc.","DELANY, SIEGEL, ZORN & ASSOCIATES, INC.",
12290503,Franklin Covey Client Sales,Franklin Covey Client Sales Inc,FRANKLIN COVEY CLIENT SALES INC,
63079268,H Squared,"H Squared, Inc.","H SQUARED, INC.",
61974549,Datum Filing Systems,"Datum Filing Systems, Inc.","DATUM FILING SYSTEMS, INC.",
40535536,Graduate School,Graduate School,GRADUATE SCHOOL,
184779924,CEB,CEB Inc.,"CORPORATE EXECUTIVE BOARD COMPANY, THE",http://www.cebglobal.com
144184392,Elevation,"Elevation, Ltd",ELEVATION LIMITED,
134466999,Heckler & Koch Defense,Heckler & Koch Defense Inc.,HECKLER & KOCH DEFENSE INC.,
121396217,Colt Defense,Colt Defense LLC,COLT DEFENSE LLC,
98401086,FN America,"FN America, LLC","FN AMERICA, LLC",
616205675,CACI-ISS,"Caci-Iss, Inc.","CACI-ISS, INC.",
38973392,Bovard,Bovard Inc,BOVARD INC,
605437870,Universal Music,Universal Music-Mgb NA LLC,UNIVERSAL MUSIC-MGB NA LLC,
44976271,Hill & Mac Gunworks,Hill & Mac Gunworks LLC,HILL & MAC GUNWORKS LLC,
828983200,Crowne Plaza Tampa Westshore,Crowne Plaza Tampa Westshore,CROWNE PLAZA TAMPA WESTSHORE,
78843526,Netcom Learning,Netcom Learning Inc.-NY,NETCOM LEARNING INC.-NY,
802275391,Tidewater Distributors,"Tidewater Distributors, LLC","TIDEWATER DISTRIBUTORS, LLC",
135471162,Portals Hotel Site,Portals Hotel Site LLC,PORTALS HOTEL SITE LLC,
11457723,Qualification Targets,QUALIFICATION TARGETS INC,QUALIFICATION TARGETS INC,www.targets.net
4366082,Liveu,Liveu Inc.,LIVEU INC.,
235211278,Websedge,WEBSEDGE LIMITED,WEBSEDGE LTD,
58667809,Ana-Lab Corporation,Ana-Lab Corporation,ANA-LAB CORPORATION,
72633340,Association of Government Accountants,Association of Government Accountants,ASSOCIATION OF GOVERNMENT ACCOUNTANTS,
58308508,Engel Ballistic Research,Engel Ballistic Research Inc,ENGEL BALLISTIC RESEARCH INC,
125047027,Online Consulting,"Online Consulting, Inc.","ONLINE CONSULTING, INC.",
786065052,Saf Eng Associates,"Saf Eng Associates, Inc","SAF ENG ASSOCIATES, INC",
135665169,Technology - Management & Innovative Solutions,"TECHNOLOGY - MANAGEMENT & INNOVATIVE SOLUTIONS, LLC","TECHNOLOGY - MANAGEMENT & INNOVATIVE SOLUTIONS, LLC",
966127768,Firelake Construction,"Firelake Construction, Inc.","FIRELAKE CONSTRUCTION, INC.",
78711150,U.S. Federal Solutions,"U.S. Federal Solutions, Inc.","U.S. FEDERAL SOLUTIONS, INC.",
928251321,Witmer Public Safety Group,"Witmer Public Safety Group, Inc.",WITMER ASSOCIATES INCORPORATED,
603493677,Sprint Communications Company,Sprint Communications Company L.P.,SPRINT COMMUNICATIONS COMPANY L.P.,
24292732,Whitaker Brothers Business Machines,"Whitaker Brothers Business Machines, Inc",WHITAKER BROTHERS BUSINESS MACHINES INC,
15606251,US Anodizing,"US Anodizing, Inc","US ANODIZING, INC",
201786600,Evacusled,Evacusled Inc,EVACUSLED INC,
613026223,Winnow Management Corporation,Winnow Management Corporation,WINNOW MANAGEMENT CORPORATION,
7369119,Central Transportation Systems,"CENTRAL TRANSPORTATION SYSTEMS, INC","CENTRAL TRANSPORTATION SYSTEMS, INC",http://www.centralsystems.com
133239397,Miracle Systems,Miracle Systems LLC,MIRACLE SYSTEMS LLC,
78748913,Deaf Access Solutions,"Deaf Access Solutions, Inc.","DEAF ACCESS SOLUTIONS, INC",
161619705,Presenta Plaque Corporation,Presenta Plaque Corporation,PRESENTA PLAQUE CORPORATION,
796830029,Spacesaver Storage Systems,"Spacesaver Storage Systems, Inc.","SPACESAVER STORAGE SYSTEMS, INC.",
21725457,USATactical Supply,U.S. TACTICAL SUPPLY INC.,U S TACTICAL SUPPLY INC,
621407980,MMI Outdoor,"Mmi Outdoor, Inc.",MONTGOMERY MARKETING INC,
146850255,Bottom Line Military Sales,Bottom Line Military Sales LLC,"BOTTOM LINE MILITARY SALES, LLC",
929305191,Chief Supply Corporation,Chief Supply Corporation,CHIEF SUPPLY CORPORATION,
86003852,Amron International,"Amron International, Inc.",AMRON INTERNATIONAL DIVING SUPPLY INCORPORATED,
626060222,Affordable Interior Systems,"Affordable Interior Systems, Inc.","AFFORDABLE INTERIOR SYSTEMS, INC.",
801957981,Jeremy Meyer,Jeremy Meyer,AMERICAN TONER & INK,
787815542,Urban Adventures at Gallery Place,"URBAN ADVENTURES AT GALLERY PLACE, LLC","URBAN ADVENTURES AT GALLERY PLACE, LLC",
962257445,LC Industries,,"LC INDUSTRIES, INC.",
148099450,Glock,"Glock, Inc.","GLOCK, INC.",
831108928,L C NPEE,L C Npee,NPEE L.C,
832426261,RUAG Ammotec USA,"Ruag Ammotec Usa, Inc.","RUAG AMMOTEC USA, INC.",
840215854,International Cartridge Corporation,International Cartridge Corporation,INTERNATIONAL CARTRIDGE CORPORATION,
602335882,Central Lake Armor Express,"Central Lake Armor Express, Inc.","CENTRAL LAKE ARMOR EXPRESS, INC.",
123716578,Purple Communications,"Purple Communications, Inc.","PURPLE COMMUNICATIONS, INC.",
57223794,Combined Systems,"Combined Systems, Inc.","COMBINED SYSTEMS, INC.",
78306688,WMK San Antonio,Wmk San Antonio LLC,WMK SAN ANTONIO LLC,
618518745,Paul Palmer,Paul Palmer,"PALMER, PAUL",
187568928,Springfield,"Springfield, L.L.C.","SPRINGFIELD, L.L.C.",
80997786,Hit Portfolio I Misc TRS,"Hit Portfolio I Misc Trs, LLC",HYATT CORPORATION,
614345809,Office Depot,"Office Depot, Inc.","OFFICE DEPOT, INC.",
9028176,Nosler,"Nosler, Inc.","NOSLER, INC.",
171909963,Southwest Solutions Group,"Southwest Solutions Group, Inc.","SOUTHWEST SOLUTIONS GROUP, INC.",
828777867,B5 Systems,"B5 Systems, Inc.","B5 SYSTEMS, INC.",
49671092,R. P. Aiken & Son,,"AIKEN, R P & SON",
79869344,Tomahawk Defense,"Tomahawk Defense, LLC","TOMAHAWK DEFENSE, LLC",
71351449,Response Marketing,"Response Marketing, Inc.","RESPONSE MARKETING, INC.",
162823777,Booz Allen Hamilton,Booz Allen Hamilton Inc.,BOOZ ALLEN HAMILTON INCORPORATED (3626),
627810476,Federal Management Systems,"Federal Management Systems, Inc.","FEDERAL MANAGEMENT SYSTEMS, INC.",
64299332,Emtec Federal,"Emtec Federal, LLC",EMTEC FEDERAL INCORPORATED,
192060796,Bishop & Associates,"Bishop & Associates, Inc.",BISHOP & ASSOCIATES INC,
4088980,Cogent Solutions,Cogent Solutions Inc,COGENT SOLUTIONS,
839671596,Tririga,,TRIRIGA INC,
835130485,International Business Machines Corporation,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,www.ibm.com/industries/federal/contracts/gsa
78883327,Science Applications International Corporation,Science Applications International Corporation,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,
956259105,Bennet Communications,"Bennet Communications, Inc.",BENNET COMMUNICATIONS INC,
168926264,Dakota Consulting,"Dakota Consulting, Incorporated",DAKOTA CONSULTING INCORPORATED,
878187012,Savantage Financial Services,"Savantage Financial Services, Inc.","SAVANTAGE FINANCIAL SERVICES,",
54885111,Phacil,"Phacil, Inc.","PHACIL, INC.",
131336773,mLINQS,"Mlinqs, LLC",MLINQS LIMITED LIABILITY COMPANY,
825284321,Palantir USG,"Palantir Usg, Inc.","PALANTIR USG, INC.",
143147762,Inforeliance,Inforeliance LLC,INFORELIANCE CORPORATION,
124289708,clearAvenue,"Clearavenue, LLC",CLEARAVENUE LIMITED LIABILITY COMPANY,
73090917,Level 3 Communications,"Level 3 Communications, LLC",LEVEL 3 COMMUNICATIONS LIMITED LIABILITY COMPANY,
962373515,360 It Integrated Solutions,360 It Integrated Solutions,360 IT INTEGRATED SOLUTIONS,
175222520,Telco Solutions,Telco Solutions Inc,TELCO SOLUTIONS INC,
622496230,Project Performance Company,Project Performance Company LLC,PROJECT PERFORMANCE COMPANY LLC,
963510578,N2grate Government Technology Solutions,"N2grate Government Technology Solutions, LLC","N2GRATE GOVERNMENT TECHNOLOGY SOLUTIONS, LLC",
133661020,PG Public Services,"Pg Public Services, LLC","PG PUBLIC SERVICES, LLC",
36943280,Visionary Integration Professionals,"Visionary Integration Professionals, LLC",VISIONARY INTEGRATION PROFESSIONALS LLC,
132599668,Sevatec,Sevatec Inc.,SEVATEC INC.,
626154640,Procentrix,"Procentrix, Inc.","PROCENTRIX, INC.",
59354865,Inserso Corporation,Inserso Corporation,INSERSO CORPORATION,
62808535,T-Rex Solutions,"T-Rex Solutions, LLC",T-REX CONSULTING CORPORATION,
809189173,Packet Forensics,"Packet Forensics, LLC","PACKET FORENSICS, LLC",
195956636,Pen-Link,"Pen-Link, Ltd.","PEN-LINK, LTD.",
179886916,Fileonq,"Fileonq, Inc.","FILEONQ, INC.",
15277887,Integrityone Partners,"Integrityone Partners, Inc.",PRIZUM INC,
8913373,Bizflow,Bizflow Corp.,BIZFLOW CORP.,
184174394,PN Automation,"Pn Automation, Inc.","PN AUTOMATION, INC.",
100364152,Blue Canopy Group,"Blue Canopy Group, LLC","BLUE CANOPY GROUP, LLC",
832904770,Defense Point Security,"Defense Point Security, LLC","DEFENSE POINT SECURITY, LLC",
786569272,Valytics,"Valytics, LLC","VALYTICS, LLC",
105667401,Dev Technology Group,"Dev Technology Group, Inc.","DEV TECHNOLOGY GROUP, INC.",
74343414,Cambridge International Systems,Cambridge International Systems Inc.,CAMBRIDGE INTERNATIONAL SYSTEMS INC.,
81466849,Microsoft Corporation,Microsoft Corporation,MICROSOFT CORPORATION SITZ IN REDMOND CORPORATION,
113045715,Customer Value Partners,"Customer Value Partners, Inc.","CUSTOMER VALUE PARTNERS, INC.",
831860338,Enterprise Resource Planned Systems International,"Enterprise Resource Planned Systems International, LLC","ENTERPRISE RESOURCE PLANNED SYSTEMS INTERNATIONAL, LLC",
832162536,DKW Communications,"Dkw Communications, Inc.","DKW COMMUNICATIONS, INC.",
956122402,Pyramid Systems,"Pyramid Systems, Inc.","PYRAMID SYSTEMS, INC.",
146881875,Tri-Cor Industries,"Tri-Cor Industries, Inc.","TRI-COR INDUSTRIES, INC.",
13358002,Mythics,"Mythics, Inc.","MYTHICS, INC",
3548489,AT&T Mobility,AT&T Mobility LLC,AT&T MOBILITY LLC,
68729529,Citizant,"Citizant, Inc.","CITIZANT, INC.",
112074757,Blackstone Technology Group,Blackstone Technology Group,BLACKSTONE TECHNOLOGY GROUP,
70899393,TSYMMETRY,"Tsymmetry, Inc.","TSYMMETRY, INC.",
127865447,Optech,"Optech, L.L.C.","OPTECH, LLC",
75916762,Booz Allen Hamilton Engineering Services,"Booz Allen Hamilton Engineering Services, LLC",BOOZ ALLEN HAMILTON ENGINEERING SERVICES LLC,
129148610,Strategic Enterprise Solutions,"Strategic Enterprise Solutions, Inc.","STRATEGIC ENTERPRISE SOLUTIONS, INC.",
961615924,Neostek,"Neostek, Inc","NEOSTEK, INC",
88365767,Carahsoft Technology,Carahsoft Technology Corp.,CARAHSOFT TECHNOLOGY CORP.,
617441894,Ipi Grammtech,Ipi Grammtech Ltd,IPI GRAMMTECH LTD,
968904698,Cellco Partnership,Cellco Partnership,CELLCO PARTNERSHIP DBA VERIZON WIRELESS,
141315924,Satcom Direct Communications,"Satcom Direct Communications, Inc.","SATCOM DIRECT COMMUNICATIONS, INC.",
827013467,Advanced Technologies and Laboratories (atl) International,"Advanced Technologies and Laboratories (atl) International, Inc",ADVANCED TECHNOLOGIES AND LABO,
867262263,Concur Technologies,"Concur Technologies, Inc.","CONCUR TECHNOLOGIES, INC.",
4693904,Widepoint Integrated Solutions,Widepoint Integrated Solutions Corp.,WIDEPOINT INTEGRATED SOLUTIONS CORP.,
10521297,Stamps.com,Stamps.com Inc.,STAMPS.COM INC.,
7805067,Snap,"Snap, Inc.","SNAP, INC.",
77817617,Enterprise Services,Enterprise Services LLC,"HP ENTERPRISE SERVICES, LLC",
615308954,Designsmith,Designsmith Ltd,DESIGNSMITH LTD,
173649976,SMD Corporation,SMD Corporation,SMD CORPORATION,
927481239,Tinfoil Security,Tinfoil Security Inc,TINFOIL SECURITY INC,
807873125,Costcontrol USA,Costcontrol USA LLC,COSTCONTROL USA LLC,
869159897,Annams Systems Corporation,Annams Systems Corporation,ANNAMS SYSTEMS CORPORATION,
12023730,JusticeTrax,JUSTICETRAX INC.,JUSTICETRAX INC.,HTTP://www.JusticeTrax.com
18385547,Recovery Point Systems,"Recovery Point Systems, Inc.","RECOVERY POINT SYSTEMS, INC.",
126511963,Integration Technologies Group,"Integration Technologies Group, Inc.","INTEGRATION TECHNOLOGIES GROUP, INC.",
959391509,Unistar-Sparco Computers,"Unistar-Sparco Computers, Inc.","UNISTAR-SPARCO COMPUTERS, INC.",
828787395,Mosaik Solutions,"Mosaik Solutions, LLC","MOSAIK SOLUTIONS, LLC",
32543716,SmartyStreets,"Smartystreets, LLC",SMARTYSTREETS LLC,
243559783,KWizCom Corporation,KWizCom Corporation,KWIZCOM CORPORATION,
79463764,Copper River Enterprise Services,"Copper River Enterprise Services, LLC","COPPER RIVER ENTERPRISE SERVICES, LLC",
112865048,Optivor Technologies,"Optivor Technologies, L.L.C.","OPTIVOR TECHNOLOGIES, L.L.C.",
361625932,Sytel,"Sytel, Inc.",SYTEL INCORPORATED,
148095086,Science Applications International Corporation,Science Applications International Corporation,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,
858888761,Emcor Government Services,"Emcor Government Services, Inc.","EMCOR GOVERNMENT SERVICES, INC.",
73891921,Centerra Group,"Centerra Group, LLC","WACKENHUT SERVICES, INCORPORATED",
31930357,Southwestern Security Services,,"SOUTHWESTERN SECURITY SERVICES, INC.",
176329795,Ceia Usa,"Ceia Usa, Ltd",CEIA USA LLC,
883217606,The J Diamond Group,The J Diamond Group Inc,"J. DIAMOND GROUP, INC., THE",
2176741,L & R Manufacturing Co,L & R Manufacturing Co Inc,L AND R MANUFACTURING COMPANY,
75553560,Eastern Carolina Vocational Center,"Eastern Carolina Vocational Center, Inc.",EASTERN CAROLINA VOCATIONAL CENTER INCORPORATED,
94738007,Johnson Controls Fire Protection,Johnson Controls Fire Protection LP,SIMPLEXGRINNELL LP,
16736289,Cookie’S DME,COOKIE'S DME INC,COOKIE'S DME INC,
196746916,Southeast Vocational Alliance,Southeast Vocational Alliance Inc.,SOUTHEAST VOCATIONAL ALLIANCE INC.,
21569329,GC Alliance,"Gc Alliance, LLC","GC ALLIANCE, LLC",
157241688,The Terminix International Company Partnership,The Terminix International Company Limited Partnership,TERMINIX INTERNATIONAL COMPANY,
610626798,Securityhunter,"Securityhunter, Inc.","SECURITYHUNTER, INC.",
615503877,Anchortex Corporation,Anchortex Corporation,ANCHORTEX CORPORATION,
5448584,Portionpac Chemical Corporation,Portionpac Chemical Corporation,PORTION-PAC CHEMICAL CORPORATI,http://www.portionpaccorp.com
83847876,JWM Wholesale,"Jwm Wholesale, Inc.","JWM WHOLESALE, INC.",
843444964,Action Workplace Service,Action Workplace Service,ACTION WORKPLACE SERVICE,
9636361,Certified Languages International,"Certified Languages International, LLC","CERTIFIED LANGUAGES INTERNATIONAL, L.L.C.",
879289254,Phoenix Trading,Phoenix Trading Inc.,PHOENIX TRADING INC.,
39723387,City of Philadelphia,City of Philadelphia,"PHILADELPHIA, CITY OF",
199077819,Merrimac Petroleum,"Merrimac Petroleum, Inc.","MERRIMAC PETROLEUM, INC.",
125535182,The Cresston Company,The Cresston Company LLC,"CRESSTON COMPANY LLC, THE",
6154611,Ecolab,Ecolab Inc.,ECOLAB INC,
17181079,Success Tech Management and Services,"Success Tech Management and Services, Inc.","SUCCESS TECH MANAGEMENT AND SERVICES, INC.",
6301154,Swank Motion Pictures,"Swank Motion Pictures, Inc.","SWANK MOTION PICTURES, INC.",
131666567,Cox Arizona Telcom,"Cox Arizona Telcom, L.L.C.","COX ARIZONA TELCOM, L.L.C.",
59682471,Language Line,"Language Line, LLC",LANGUAGE LINE LLC,
37300886,Medical Technology Associates,"Medical Technology Associates, Inc.",MEDICAL TECHNOLOGY ASSOCIATES INC,
79587040,Premium Stationers,"Premium Stationers, Inc.","PREMIUM STATIONERS, INC.",
39494810,National Business Furniture,"NATIONAL BUSINESS FURNITURE, LLC","NATIONAL BUSINESS FURNITURE, LLC",http://WWW.NATIONALBUSINESSFURNITURE.COM
797524352,"Carol Davis Reporting, Records & Video","Carol Davis Reporting, Records & Video, Inc.","CAROL DAVIS REPORTING, RECORDS & VIDEO, INC.",
128256950,The Professionals,"Professionals, (the), LLC","PROFESSIONALS, (THE), LLC",
99376014,Prudential Overall Supply,Prudential Overall Supply,PRUDENTIAL OVERALL SUPPLY,
23211535,Textron,Textron Inc.,TEXTRON INC.,
784134470,County of Sherburne,"Sherburne, County of (inc)","SHERBURNE, COUNTY OF (INC)",
107910259,Noble Sales Co.,"Noble Sales Co., Inc.",NOBLE SALES CO INC,http://www.noblesupply.com
1672120,National Industries for the Blind,National Industries For The Blind,NATIONAL INDUSTRIES FOR THE BLIND,
184200785,Interior Facilities Design,Interior Facilities Design LLC,INTERIOR FACILITIES DESIGN LIMITED LIABILITY COMPANY,
1992338,Atd-American Co.,Atd-American Co.,A T D-AMERICAN CO,
828302864,Allied Ink,Allied Ink LLC,MY TONER USA INC.,
195583778,TSRC,"Tsrc, Inc.","TSRC, INC.",
11949569,Boofighter,Boofighter LLC,BOOFIGHTER LLC,
606673937,Promaxima Manufacturing,"Promaxima Manufacturing, Ltd.","PROMAXIMA MANUFACTURING, LTD",
26498019,A-1 Freeman Relocation Services,"A-1 Freeman Relocation Services, Inc.","A-1 FREEMAN RELOCATION SERVICES, INC.",
787799667,ABM Parking Services,"ABM Parking Services, Inc.","ABM PARKING SERVICES, INC.",
161084421,TU,"TU, LLC","TU, LLC",
9853045,Lincoln Moving & Storage of Buffalo,"Lincoln Moving & Storage of Buffalo, Inc.","LINCOLN MOVING & STORAGE OF BUFFALO, INC.",
79812302,Ecology Mir Group,Ecology Mir Group LLC,ECOLOGY MIR GROUP LLC,
98253771,TRS,Trs Inc.,TRS INC.,
75165949,Spectrum Management Holding Company,"Spectrum Management Holding Company, LLC",TIME WARNER CABLE INC.,
613551167,Black Diamond Gun Club,Black Diamond Gun Club,BLACK DIAMOND GUN CLUB,www.blackdiamondgunclub.org
38567223,Concealed Technology Services,Concealed Technology Services Inc.,CONCEALED TECHNOLOGY SERVICES INC.,
836425207,Opsec Security,"Opsec Security, Inc.","OPSEC SECURITY, INC.",
71550800,County of Sacramento,County of Sacramento,"SACRAMENTO, COUNTY OF",
80557824,X Brand Mattress,X Brand Mattress LLC,X BRAND MATTRESS LLC,
153523022,Cisco-Eagle,"Cisco-Eagle, Inc.","CISCO-EAGLE, INC.",
152887261,Crescent Products,"Crescent Products, Inc.","CRESCENT PRODUCTS, INC.",
969347496,Phoenix Supply,"Phoenix Supply, LLC","PHOENIX SUPPLY, LLC",
