detloc,state,source,author,title,description,url
"ALBCONY","New York","Timesunion.com",null,"Las Vegas woman charged with gunning down 3 roommates - Albany Times Union","LAS VEGAS (AP) - A Las Vegas woman is facing multiple murder charges Saturday in the shooting deaths of her three roommates, who lived in what authorities described as a “problem house.“\nChristine Sanchez, 47, is currently being held in a county jail on three…","http://www.timesunion.com/news/crime/article/3-killed-in-southeastern-Las-Vegas-home-12452330.php"
"ALBCONY","New York","Timesunion.com",null,"FBI investigating Cuomo hiring practices...","Gloversville mayor charged with official misconduct Saratoga Springs men charged in July 4 slashing Albany man found dead on North Pearl Street McDonald's molester gets 20 years, blames child victims Siena's Sammy Friday tries to build off career game Syracus…","http://www.timesunion.com/local/article/FBI-probing-Cuomo-hiring-practices-12416069.php"
"ALBCONY","New York","Nydailynews.com","Nicole Hensley","ICE flies 99 immigrants to Albany jail","An upstate New York jail is now housing nearly 100 immigrants flown in from San Diego and local authorities say it's an unprecedented number. Albany County Sheriff Craig Apple was expecting up to 20 or 30 detainees as he waited for the federally-chartered pla…","http://www.nydailynews.com/new-york/ny-news-albany-jail-dozens-immigrants-20180627-story.html"
"ALBCONY","New York","Nydailynews.com","ELIZABETH ELIZALDE","Ex-Georgia animal welfare agency director arrested for cruelty","A former director of a Georgia animal welfare agency was arrested Tuesday.","http://www.nydailynews.com/news/national/ex-georgia-animal-welfare-agency-director-arrested-cruelty-article-1.3493651"
"ALBCONY","New York","Nydailynews.com","ELIZABETH ELIZALDE","Ex-Georgia animal welfare agency director arrested for cruelty","A former director of a Georgia animal welfare agency was arrested Tuesday.","http://www.nydailynews.com/news/national/ex-georgia-animal-welfare-agency-director-arrested-cruelty-article-1.3493651"
"ALBCONY","New York","Nydailynews.com","ELIZABETH ELIZALDE","Ex-Georgia animal welfare agency director arrested for cruelty","A former director of a Georgia animal welfare agency was arrested Tuesday.","http://www.nydailynews.com/news/national/ex-georgia-animal-welfare-agency-director-arrested-cruelty-article-1.3493651"
"ALBCONY","New York","Nypost.com","Associated Press","Teen tried to kill woman during escape from youth prison: cops","KLAMATH FALLS, Ore. — A teenager who escaped from an Oregon youth prison has been arrested after police say he tried to kill a woman. Court records filed Monday show 18-year-old Brittain McAuliffe was booked into the Klamath County Jail on charges of attempte…","http://nypost.com/2017/09/12/teen-tried-to-kill-woman-during-escape-from-youth-prison-cops/"
"ALBCONY","New York","Nydailynews.com","JEFFERSON SIEGEL, VICTORIA BEKIEMPIS","Councilman and 'Babe' actor James Cromwell rip Albany corruption","Brooklyn Councilman Jumaane Williams and  “Star Trek: First Contact”  actor James Cromwell decried Albany corruption.","http://www.nydailynews.com/news/politics/councilman-babe-actor-james-cromwell-rip-albany-corruption-article-1.3821172"
"ALBCONY","New York","Nydailynews.com","GLENN BLAIN","State Senate backs parole reform after Herman Bell’s release","Claiming New York’s parole system is broken, the state Senate on approved measures to make it harder for cop killers to get out of jail.","http://beta.nydailynews.com/news/politics/state-senate-backs-parole-reform-herman-bell-release-article-1.3966275"
"ALBCONY","New York","Nydailynews.com","GLENN BLAIN","Lawmakers start campaign to keep convicted cop killer behind bars","State lawmakers launched a campaign to keep in jail a ex-Black Liberation Army member who was convicted of the 1971 murder of two city cops.","http://www.nydailynews.com/new-york/lawmakers-start-campaign-convicted-killer-behind-bars-article-1.3788303"
"ALBCONY","New York","Nydailynews.com","GLENN BLAIN","Plan to close Rikers in 10 years is inadequate: commission report","The state Commission of Correction described a “deeply disturbing and discouraging situation” at Rikers that endangered staff and inmates.","http://www.nydailynews.com/new-york/plan-close-rikers-10-years-inadequate-commission-report-article-1.3820651"
"ALBCONY","New York","Nypost.com","Yaron Steinbuch","Quadruple homicide suspects stole Xbox, TV during rampage","Were they all killed over an Xbox? The two men charged in the grisly quadruple murder of a family in upstate Troy had stolen an Xbox video-game system and flat-screen TV from the victims’ home during their rampage, according to reports. James W. White, 38, an…","https://nypost.com/2018/01/08/quadruple-homicide-suspects-stole-xbox-tv-during-rampage/"
"ALBCONY","New York","Nydailynews.com","MINYVONNE BURKE","Man accused of murdering teen after she rejected his proposal","A Pennsylvania man is accused of strangling a teenage girl and then attacking her with a hatchet after she refused to marry him.","http://www.nydailynews.com/news/crime/man-accused-murdering-teen-rejected-proposal-article-1.3617155"
"ALBCONY","New York","Nydailynews.com","Errol Louis","Let prosecutors face justice for malpractice","The all-but-certain election of Eric Gonzalez to a full term as Kings County district attorney places a wakeup call to other","http://www.nydailynews.com/opinion/prosecutors-face-justice-malpractice-article-1.3552241"
"ALBCONY","New York","Nydailynews.com","CHRISTINA CARREGA","Brooklyn man who attacked girlfriend, her lover held on $50G bail","A Brooklyn judge set bail at $50,000 for a man accused of attacking his girlfriend and her lover with a metal stick spiked with nails.","http://www.nydailynews.com/new-york/brooklyn/brooklyn-man-attacked-girlfriend-lover-held-50g-bail-article-1.3802637"
"ALBCONY","New York","Nypost.com","Carl Campanile","State Senate opens probe into plan to export homeless upstate","The state Senate is opening an investigation into the de Blasio administration’s exporting of New York City homeless families to other parts of the state, The Post has learned. It was discovered last week that the city is paying a year’s rent to encourage the…","https://nypost.com/2018/03/12/state-senate-opens-probe-into-plan-to-export-homeless-upstate/"
"ALBCONY","New York","Nydailynews.com","KENNETH LOVETT","Gov. Cuomo seeks new law cracking down on synthetic drug makers","Gov. Cuomo Thursday said he will seek legislation to crack down further on manufacturers of synthetic pot and fentanyl.","http://www.nydailynews.com/news/politics/gov-cuomo-seeks-new-law-cracking-synthetic-drug-makers-article-1.3527830"
"ALBCONY","New York","Nydailynews.com","KENNETH LOVETT","GOP politician’s Democrat son considers state Senate run","The Democratic son of a former Republican state senator is considering his own run for a state Senate seat.","http://www.nydailynews.com/news/politics/gop-politician-democratic-son-considers-state-senate-run-article-1.3757374"
"ALBCONY","New York","Nydailynews.com","Editorials","Hospitals in the ER: Resuscitating NY's public health system","A new physician will shortly be attending at the city’s financially hemorrhaging public hospital system, and not a moment too soon.","http://www.nydailynews.com/opinion/hospitals-er-resuscitating-ny-public-health-system-article-1.3531323"
"ALBCONY","New York","The New York Times","JONATHAN WOLFE","New York Today: New York Today: A Quest to Define ‘Upstate’","Wednesday: Taking on a New York debate, the Rockefeller Center tree lighting, and readers weigh in on the state’s dividing line.","https://www.nytimes.com/2017/11/29/nyregion/new-york-today-a-quest-to-define-upstate.html"
"ALBCONY","New York","Nypost.com","Isabel Vincent","How Eliot Spitzer’s penchant for illicit sex caused his downfall","The emails began their urgent ping-pings on Lloyd Constantine’s Blackberry at 7:55 p.m. Sunday. They were from Eliot Spitzer, Constantine’s boss, who was desperately trying to set up a time to speak on a secure landline. After several requests had still not r…","https://nypost.com/2018/03/10/how-eliot-spitzers-penchant-for-illicit-sex-caused-his-downfall/"
"ALBCONY","New York","The New York Times","MAC McCLELLAND","Feature: When ‘Not Guilty’ is a Life Sentence","What happens after a defendant is found not guilty by reason of insanity? Often the answer is involuntary confinement in a state psychiatric hospital — with no end in sight.","https://www.nytimes.com/2017/09/27/magazine/when-not-guilty-is-a-life-sentence.html"
"BALHOLD","Maryland","Stripes.com",null,"Cal Ripken Jr. is moving on, literally and figuratively","The house that Cal built sits on 25 acres of land north of Baltimore, close enough for a short drive to the city but far enough to escape the rest of the world.","https://www.stripes.com/sports/cal-ripken-jr-is-moving-on-literally-and-figuratively-1.521777?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+starsandstripes%2Fgeneral+%28Stars+and+Stripes%29"
"BALHOLD","Maryland","Stripes.com",null,"2 released from custody after NSA campus confrontation","Two of the three people who were in a sports utility vehicle that was stopped and fired upon when it tried to enter the National Security Agency campus without authorization have been released, an FBI spokesman said Thursday.","https://www.stripes.com/news/us/2-released-from-custody-after-nsa-campus-confrontation-1.511919?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+starsandstripes%2Fgeneral+%28Stars+and+Stripes%29"
"BALHOLD","Maryland","Stripes.com",null,"President's criticisms spark more protests at NFL games","The owners of the Baltimore Ravens, the Super Bowl champion New England Patriots and other teams on Sunday joined a chorus of NFL executives criticizing President Donald Trump's suggestion that they fire players who kneel for the national anthem.","https://www.stripes.com/sports/us/president-s-criticisms-spark-more-protests-at-nfl-games-1.489374?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+starsandstripes%2Fgeneral+%28Stars+and+Stripes%29"
"BALHOLD","Maryland","Stripes.com",null,"Baltimore-bound USS Cyclops vanished 100 years ago. Its fate remains a mystery","One hundred years ago Tuesday, the USS Cyclops was due to steam up the Chesapeake Bay and dock in Baltimore at what is now Port Covington. The ship still hasn’t shown up.","https://www.stripes.com/news/us/baltimore-bound-uss-cyclops-vanished-100-years-ago-its-fate-remains-a-mystery-1.516626?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+starsandstripes%2Fgeneral+%28Stars+and+Stripes%29"
"BALHOLD","Maryland","Stripes.com",null,"Decorated Vietnam vet who rose to senior officer in Coast Guard Auxiliary, dies","Robert J. Birrane Jr., a decorated Vietnam veteran who rose to become a senior Coast Guard Auxiliary officer, died May 30. “Bob emerged from his experience in Vietnam with a Bronze Star for heroism in combat,“ said Art Pine, a former reporter.","https://www.stripes.com/news/veterans/decorated-vietnam-vet-who-rose-to-senior-officer-in-coast-guard-auxiliary-dies-1.532398?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+starsandstripes%2Fgeneral+%28Stars+and+Stripes%29"
"BALHOLD","Maryland","Stripes.com",null,"NSA employee who worked on hacking tools at home pleads guilty to spy charge","Federal prosecutors said they will seek an eight-year sentence for Nghia Hoang Pho, 67, of Ellicott City, Maryland, for willful detention of classified information.","https://www.stripes.com/news/us/nsa-employee-who-worked-on-hacking-tools-at-home-pleads-guilty-to-spy-charge-1.500524?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+starsandstripes%2Fgeneral+%28Stars+and+Stripes%29"
"BALHOLD","Maryland","Stripes.com",null,"Fake Navy SEAL defrauded investment clients of over $1.4 million","Edward I. Campbell boasted to his clients that he was a former Navy SEAL who had international business expertise and he could deliver huge returns on their investments. But federal investigators discovered another story.","https://www.stripes.com/news/us/fake-navy-seal-defrauded-investment-clients-of-over-1-4-million-1.489024?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+starsandstripes%2Fgeneral+%28Stars+and+Stripes%29"
"BALHOLD","Maryland","Stripes.com",null,"Maryland center offers shelter, services to oft-overlooked homeless female veterans","The nonprofit Maryland Center for Veterans Education and Training, or MCVET, funded through the federal government, various organizations and private donations, has offered housing and a range of services for homeless male veterans since its launch in 1993. I…","https://www.stripes.com/news/veterans/maryland-center-offers-shelter-services-to-oft-overlooked-homeless-female-veterans-1.502208?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+starsandstripes%2Fgeneral+%28Stars+and+Stripes%29"
"BALHOLD","Maryland","Stripes.com",null,"10 African-Americans named Rhodes scholars, most ever","The Rhodes Trust on Sunday announced the 32 men and women chosen for post-graduate studies at Oxford University in England. Among them: the first black woman to lead the Corps of Cadets at West Point; a wrestler at the Massachusetts Institute of Technology wh…","https://www.stripes.com/news/us/10-african-americans-named-rhodes-scholars-most-ever-1.498599?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+starsandstripes%2Fgeneral+%28Stars+and+Stripes%29"
"BALHOLD","Maryland","Stripes.com",null,"Trump meets with families after Texas school shooting","President Donald Trump began a trip to Texas on Thursday by meeting privately with families of some of the 10 people killed in a school shooting this month.","https://www.stripes.com/news/us/trump-meets-with-families-after-texas-school-shooting-1.530358?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+starsandstripes%2Fgeneral+%28Stars+and+Stripes%29"
"BALHOLD","Maryland","Stripes.com",null,"Does the CIA have a new Aldrich Ames on its hands?","For several years, federal investigators have been trying to determine whether a mole has been responsible for the imprisonment or deaths of the CIA's network of informants in China.","https://www.stripes.com/news/us/does-the-cia-have-a-new-aldrich-ames-on-its-hands-1.508647?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+starsandstripes%2Fgeneral+%28Stars+and+Stripes%29"
"CASSCNE","Nebraska","Omaha.com","By Erin Grace / World-Herald staff writer","Man charged with aiding in girlfriend's suicide should be prosecuted 'to the fullest extent,' her father says","Matthew Stubbendieck, 41, of Weeping Water is being held at the Cass County jail on a felony charge of assisting suicide in the death of Wilemon-Sullivan, 38. He is scheduled to appear in court Tuesday for a preliminary hearing.","http://www.omaha.com/news/metro/man-charged-with-helping-girlfriend-kill-herself-should-be-prosecuted/article_21834c51-5689-5844-8589-3cd875938939.html"
"CASSCNE","Nebraska","Omaha.com","By Erin Grace / World-Herald staff writer","Missing person report provides new details in Cass County assisted suicide case","Matthew Stubbendieck, 41, of Weeping Water is being held at the Cass County jail on a felony charge of assisting suicide in the death of Wilemon-Sullivan, 38. He is scheduled to appear in court Tuesday for a preliminary hearing.","http://www.omaha.com/news/metro/missing-person-report-provides-new-details-in-cass-county-assisted/article_21834c51-5689-5844-8589-3cd875938939.html"
"CASSCNE","Nebraska","Omaha.com","By Andrew J. Nelson / World-Herald staff writer","Woman linked to crash that killed 3 motorcyclists pleads no contest to willful reckless driving","Douglas County Court Judge Sheryl Lohaus found Rhonda Boisseau guilty of the misdemeanor charge and scheduled her sentencing for March 29. The charge carries a maximum sentence of 90 days in jail.","http://www.omaha.com/townnews/criminal_law/woman-linked-to-crash-that-killed-motorcyclists-pleads-no-contest/article_7f3aba68-fd69-11e7-a53e-9b1c6e505a11.html"
"CASSCNE","Nebraska","Omaha.com","By Nancy Gaarder and Andrew J. Nelson / World-Herald staff writers","Bail for man accused of helping girlfriend kill herself is lowered to $20,000","Bail for Matthew Stubbendieck, who is charged with assisting in the suicide of a Florida woman, has been reduced to $20,000, down from $50,000.","http://www.omaha.com/news/crime/bail-for-man-accused-of-helping-girlfriend-kill-herself-is/article_39f41c3c-baa3-11e7-b1e7-5f1e8eef73a7.html"
"CASSCNE","Nebraska","Omaha.com","By Kevin Cole World-Herald staff writer","Body of woman whose husband said he killed her found in Missouri River after days-long search","Brandon S. Norton, 37, has been charged with second-degree murder. Norton went to the Sarpy County Jail on Tuesday evening to tell authorities that he had killed his wife.","http://www.omaha.com/news/crime/body-of-woman-whose-husband-said-he-killed-her-found/article_aeaf1a93-f11f-58af-8757-24c7ecc29725.html"
"CASSCNE","Nebraska","Omaha.com","By Andrew J. Nelson World-Herald staff writer","Ahead of sentencing in fatal Omaha motorcycle crash, 75 mourners remember the victims","About 75 people gathered on the southeast corner of 72nd and Cass Streets on Wednesday evening to remember three motorcyclists killed at the intersection last June.","http://www.omaha.com/news/crime/ahead-of-sentencing-in-fatal-omaha-motorcycle-crash-mourners-remember/article_3a9d758e-02bf-5b26-b8e4-6c542d469137.html"
"CASSCNE","Nebraska","Omaha.com","By Erin Grace / World-Herald staff writer","Man charged with helping girlfriend kill herself should be prosecuted 'to the fullest extent,' her father says","A missing person report filed with the Volusia County Sheriff’s Office in eastern Florida provides new details in an assisted suicide case involving a Nebraska man.","http://www.omaha.com/news/crime/man-charged-with-helping-girlfriend-kill-herself-should-be-prosecuted/article_21834c51-5689-5844-8589-3cd875938939.html"
"CASSCNE","Nebraska","Omaha.com","By Erin Grace / World-Herald staff writer","Man charged after helping girlfriend kill herself in Cass County woods","Around 2 p.m., Stubbendieck said Alicia began cutting her wrists with a kitchen knife she’d taken from his parents’ house. The ordeal lasted more than seven hours, and Stubbendieck twice tried to end Alicia’s pain by suffocating her.","http://www.omaha.com/news/crime/man-charged-after-helping-girlfriend-kill-herself-in-cass-county/article_fb8d97fa-109b-597c-98bc-364578ceafed.html"
"CASSCNE","Nebraska","Omaha.com","By Alia Conley World-Herald staff writer","Omaha woman charged in fatal motorcycle crash sentenced to one year of probation","An Omaha woman accused of aggressively driving at a group of motorcyclists before a crash that killed three people was sentenced Thursday to a year of probation.","http://www.omaha.com/news/crime/omaha-woman-charged-in-fatal-motorcycle-crash-sentenced-to-one/article_2f4bf486-49b6-5dc7-b131-ad5b47bd1b4b.html"
"CASSCNE","Nebraska","Omaha.com","By Anna Bauman World-Herald staff writer","Body of Bellevue woman whose husband said he killed her found in Missouri River after 3-day search","Officers retrieved the body of Jennifer Norton of Bellevue, 32, from the Missouri River near the Plattsmouth Boat Ramps about 9:30 p.m. Friday after a three-day search, Bellevue police Capt. Tom Dargy said Saturday.","http://www.omaha.com/news/crime/body-of-bellevue-woman-whose-husband-said-he-killed-her/article_03efd92d-8501-56a8-991c-da72ea87f7e5.html"
"CASSCNE","Nebraska","Omaha.com","By Erin Grace / World-Herald staff writer","A caring nature hid desperation of Florida mom who took her life in Cass County woods","In the wake of a strange and gruesome news story about assisted suicide, a portrait of Alicia Wilemon-Sullivan is starting to emerge. According to public records and interviews with three people who said they knew her, the 38-year-old mother of…","http://www.omaha.com/news/nebraska/a-caring-nature-hid-desperation-of-florida-mom-who-took/article_e0dc815d-13ba-5c96-bd11-6b39347e4a24.html"
"CASSCNE","Nebraska","Omaha.com","By Alia Conley World-Herald staff writer","Omaha man, 21, is arrested on suspicion of DUI after train hits car stuck on tracks","A Omahan was arrested Sunday on suspicion of driving while intoxicated after he drove across train tracks where there wasn't a crossing and got the car stuck on the tracks.","http://www.omaha.com/news/crime/omaha-man-is-arrested-on-suspicion-of-dui-after-train/article_f5f8353f-bdd2-5bcd-b8f2-9ad707ef0c7d.html"
"CASSCNE","Nebraska","Omaha.com","By Hailey Konnath World-Herald staff writer","Sarpy County takes first steps toward building new jail as overcrowding concerns linger","Exactly what a new jail will entail — its capacity, location, cost and funding — is up in the air. But the time frame is not. The project's wheels are already turning. A new facility could be up and running…","http://www.omaha.com/news/crime/sarpy-county-takes-first-steps-toward-building-new-jail-as/article_9d7c8cd6-2a96-5fe8-ac65-35761e7d1db6.html"
"CASSCNE","Nebraska","Omaha.com","By Alia Conley World-Herald staff writer","Four men accused of scalping tickets to Elite Eight basketball game","Four men were arrested by Omaha police Sunday on suspicion of scalping tickets to the Elite Eight basketball game at the CenturyLink Center.","http://www.omaha.com/news/crime/men-accused-of-scalping-tickets-to-elite-eight-basketball-game/article_5c844dc3-baef-5171-bd0a-c655918fc920.html"
"CASSCNE","Nebraska","Omaha.com","By Alia Conley World-Herald staff writer","Relatives of 3 motorcyclists killed in crash upset that Omaha woman is sentenced to probation","All actions and reactions have consequences, some more tragic than others.","http://www.omaha.com/news/crime/relatives-of-motorcyclists-killed-in-crash-upset-that-omaha-woman/article_2f4bf486-49b6-5dc7-b131-ad5b47bd1b4b.html"
"CASSCNE","Nebraska","Omaha.com","By Nancy Gaarder World-Herald staff writer","Nebraska doctor Allan Wilsey, 60, 'treated anybody, anytime, anywhere'","On Friday, Allan Wilsey died at age 60. Janice Wilsey said her husband’s death is a lesson for those still living that colonoscopies matter.","http://www.omaha.com/livewellnebraska/nebraska-doctor-allan-wilsey-treated-anybody-anytime-anywhere/article_73a28465-ee9d-59d4-913a-c7e73166e052.html"
"CCADCAZ","Arizona","Azcentral.com","The Republic | azcentral.com, Daniel González, The Republic | azcentral.com","Transgender women in migrant caravan face new struggles seeking asylum in U.S.","Transgender migrants from Central America who traveled in a caravan through Mexico are now being held in a remote detention center in New Mexico.","https://www.azcentral.com/story/news/politics/immigration/2018/05/29/transgender-women-central-american-migrant-caravan-seeking-asylum-now-inside-u-s/639448002/?utm_source=google&utm_medium=amp&utm_campaign=speakable"
"CCADCAZ","Arizona","Azcentral.com","The Republic | azcentral.com, Daniel González, The Republic | azcentral.com","Transgender woman seeking U.S. asylum in migrant caravan dies in ICE custody","Advocates want U.S. immigration authorities to stop holding transgender migrants after Roxana Hernandez, a transgender woman, died while being detained at a facility in New Mexico.","https://www.azcentral.com/story/news/politics/immigration/2018/05/30/roxana-hernandez-transgender-woman-migrant-caravan-dies-ice-custody/655390002?utm_source=google&utm_medium=amp&utm_campaign=speakable"
"CCADCAZ","Arizona","Azcentral.com","Arizona Republic, Nathan J. Fish, Arizona Republic","Protesters demand Gov. Doug Ducey condemn Trump immigration policy","Dozens of protesters rallied at the Arizona Capitol and demanded to speak with Gov. Doug Ducey about border policies.","https://www.azcentral.com/story/news/politics/immigration/2018/06/19/protesters-demand-gov-doug-ducey-condemn-president-donald-trump-border-immigration-policy-children/716408002/?utm_source=google&utm_medium=amp&utm_campaign=speakable"
"CCADCAZ","Arizona","Azcentral.com","Arizona Republic, Daniel González, Arizona Republic","Flier instructing migrant parents how to locate separated children draws criticism","The U.S. government is distributing a flier to help parents find their kids after they have been separated at the border.","https://www.azcentral.com/story/news/politics/immigration/2018/06/15/flier-instructs-migrant-parents-how-locate-separated-children/706543002/?utm_source=google&utm_medium=amp&utm_campaign=speakable"
"CCADCAZ","Arizona","Azcentral.com","Arizona Republic, Richard Ruelas, Arizona Republic","Ducey takes credit for criticizing an Obama immigration policy that never existed","Ducey said he has long fought immigration policies that separate families. As evidence, he cited his opposition to an Obama-era policy that never was.","https://www.azcentral.com/story/news/politics/immigration/2018/06/22/arizona-gov-ducey-says-he-opposed-obama-immigration-policy-wasnt/727114002/?utm_source=google&utm_medium=amp&utm_campaign=speakable"
"CCADCAZ","Arizona","Azcentral.com","The Republic | azcentral.com, Rafael Carranza and Daniel González, The Republic | azcentral.com","AG Jeff Sessions vows to separate kids from parents, prosecute all illegal border-crossers","In Arizona, U.S. Attorney General Jeff Sessions promises to prosecute every migrant who crosses the border illegally.","https://www.azcentral.com/story/news/politics/immigration/2018/05/08/ag-jeff-sessions-vows-separate-kids-parents-border/591924002/?utm_source=google&utm_medium=amp&utm_campaign=speakable"
"CCADCAZ","Arizona","Azcentral.com","The Arizona Republic, Daniel González, The Arizona Republic","As migrant caravan reaches Tijuana, a difficult decision awaits","About 300 migrants in Tijuana are mulling whether to seek asylum in the U.S. “Some may get cold feet,” one volunteer with the migrant caravan said.","https://www.azcentral.com/story/news/politics/immigration/2018/04/27/migrant-caravan-central-americans-now-must-decide-whether-try-enter-u-s/560615002?utm_source=google&utm_medium=amp&utm_campaign=speakable"
"CCADCAZ","Arizona","Azcentral.com","The Republic | azcentral.com, Nathan J. Fish, The Republic | azcentral.com","Phoenix vigils held Wednesday highlighted deaths of 2 migrant women","Two Phoenix vigils highlighted the recent deaths of two migrants, one killed by a border patrol agent and the other died while in ICE custody.","https://www.azcentral.com/story/news/local/phoenix-breaking/2018/06/07/phoenix-vigils-highlight-recent-deaths-two-migrant-women-roxana-hernandez-claudia-gomez-gonzalez/679595002/?utm_source=google&utm_medium=amp&utm_campaign=speakable"
"CCADCAZ","Arizona","Azcentral.com","The Arizona Republic, Daniel González and Rebecca Plevin, The Arizona Republic","Migrant caravan: Rallies, weddings before migrants enter the United States to seek asylum","The Central American migrants who traveled through Mexico in a caravan are presenting themselves at the U.S. border in a bid for asylum.","https://www.azcentral.com/story/news/politics/border-issues/2018/04/29/migrant-caravan-rallies-weddings-before-migrants-enter-united-states-seek-asylum/563100002?utm_source=google&utm_medium=amp&utm_campaign=speakable"
"CCADCAZ","Arizona","Azcentral.com","The Republic, Daniel González, The Republic","Deported Arizona mom makes new life in Mexico but misses kids 'dearly'","It has been a rough year for 36-year-old mother Guadalupe Garcia de Rayos, deported on Feb. 9, 2017, after having lived in Arizona for 21 years.","https://www.azcentral.com/story/news/politics/immigration/2018/02/09/deported-arizona-mom-guadalupe-garcia-de-rayos-1-year-later-life-mexico/308079002/?utm_source=google&utm_medium=amp&utm_campaign=speakable"
"CCADCAZ","Arizona","Azcentral.com","Arizona Republic, Dianna M. Náñez, Arizona Republic","Migrant children: Separated from his mother, 7-year-old boy becomes one of first to be reunited","A Guatemalan mom, who sued Trump after being separated from her child under the “zero-tolerance policy,“ reunites with her 7-year-old son.","https://www.azcentral.com/story/news/politics/immigration/2018/06/22/guatemalan-mother-reunites-7-year-old-son-after-separation/724516002/?utm_source=google&utm_medium=amp&utm_campaign=speakable"
"CCADCAZ","Arizona","Azcentral.com","The Republic | azcentral.com, Daniel González, The Republic | azcentral.com","Migrant caravan in Mexico smaller, but not disbanded, as travelers meet with lawyers","The caravan of asylum seekers in Mexico that angered President Trump remains intact for now but will disband in Mexico City next week.","https://www.azcentral.com/story/news/politics/border-issues/2018/04/06/migrant-caravan-mexico-smaller-but-not-disbanded-travelers-meet-lawyers/491757002?utm_source=google&utm_medium=amp&utm_campaign=speakable"
"CCADCAZ","Arizona","Azcentral.com","Arizona Republic, Daniel González, Arizona Republic","'Do you want to go back to Guatemala?' Court gives glimpse into migrant family separations","Boys and girls, some as young as 5, filled the wooden benches inside the Phoenix Immigration Court, offering a glimpse into the humanitarian crisis.","https://www.azcentral.com/story/news/politics/immigration/2018/06/22/immigration-court-gives-glimpse-into-migrant-family-separations/726598002/?utm_source=google&utm_medium=amp&utm_campaign=speakable"
"CCADCAZ","Arizona","Azcentral.com","Arizona Republic, Dianna M. Náñez, Arizona Republic","Migrant children: Separated from his mother, 7-year-old boy is one of first to be reunited","A Guatemalan mom, who sued Trump after being separated from her child under the “zero-tolerance policy,“ reunites with her 7-year-old son.","https://www.azcentral.com/story/news/politics/immigration/2018/06/22/guatemalan-mother-reunites-7-year-old-son-after-separation/724516002?utm_source=google&utm_medium=amp&utm_campaign=speakable"
"CCASDCA","California","Latimes.com","Kate Morrissey","Operator moves to expand detention center for migrants in San Diego County","A contractor working for private prison company CoreCivic has applied for construction permits to expand Otay Mesa Detention Center in southern San Diego County, which houses immigrants awaiting court proceedings. The plans would add 512 beds to the facility …","http://www.latimes.com/local/lanow/la-me-ln-detention-center-expansion-20180624-story.html"
"CCASDCA","California","Latimes.com","Kate Morrissey","Poor medical care led to deaths at immigration detention facilities, advocates' report alleges","Inadequate medical care probably contributed to the majority of deaths of detainees at U.S. immigration facilities between December 2015 and April 2017, according to a new report issued by a coalition of advocacy organizations. Substandard medical care contri…","http://www.latimes.com/local/lanow/la-me-migrant-deaths-20180620-story.html"
"CCASDCA","California","Latimes.com","The Times Editorial Board","Separating children and parents at the border is cruel and unnecessary","The Trump administration has shown that it’s willing — eager, actually — to go to great lengths to limit illegal immigration into the United States, from building a multi-billion-dollar border wall with Mexico to escalated roundups that grab those living here…","http://www.latimes.com/opinion/editorials/la-ed-immigrants-border-asylum-ice-201802305-story.html"
"CCASDCA","California","Latimes.com","Melissa Etehad","Complaint alleges harm to pregnant women in immigration detention centers","When Jennye Pagoada Lopez arrived at the U.S. border post of San Ysidro in July seeking political asylum, she showed agents ultrasound images of her pregnancy and told them she was bleeding and needed immediate medical attention. But instead of taking her to …","http://www.latimes.com/nation/la-na-pregnant-women-ice-20170928-story.html"
"CCASDCA","California","Latimes.com","Kate Morrissey","ICE more likely to detain pregnant women with immigration cases under new policy","Pregnant women who have cases in immigration court are more likely to be detained following a policy change announced Thursday by Immigration and Customs Enforcement. Under the old policy, unless there were extraordinary circumstances or a mandatory detention…","http://www.latimes.com/local/lanow/la-me-ice-pregnant-20180330-story.html"
"CCASDCA","California","Latimes.com","Kate Morrissey","ICE more likely to detain pregnant women with immigration cases under new policy","Pregnant women who have cases in immigration court are more likely to be detained following a policy change announced Thursday by Immigration and Customs Enforcement. Under the old policy, unless there were extraordinary circumstances or a mandatory detention…","http://www.latimes.com/local/lanow/la-me-ice-pregnant-20180330-story.html"
"CCASDCA","California","Latimes.com","Gustavo Solis and David Hernandez","About a third of caravan migrants enter U.S., but 'we won’t be happy until the last one of us gets through'","Spirits were high Wednesday as more members of the Central American caravan — about one-third of the roughly 150 who made the trek — entered the United States. But as their monthlong journey to the United States comes to an end, those seeking asylum are prepa…","http://www.latimes.com/local/lanow/la-me-caravan-mexico-20180503-story.html"
