county,link,name,state,lat,long,geocoded-address,found
Kalispell,http://www.dailyinterlake.com/,The Daily Inter Lake,Montana,48.204436,-114.303715,"727 E Idaho St, Kalispell, MT 59901, USA",Match
Great Falls,http://www.greatfallstribune.com/,Great Falls Tribune,Montana,47.5029375,-111.3088309,"205 River Dr S, Great Falls, MT 59405, USA",Match
Havre,http://www.havredailynews.com/,The Havre Daily News,Montana,48.5530207,-109.6806677,"119 2nd St, Havre, MT 59501, USA",Match
Helena,http://helenair.com/,Helena Independent Record,Montana,46.607272,-112.004946,"2222 Washington St, Helena, MT 59602, USA",Match
Gallup,http://www.cia-g.com/~gallpind/,Gallup Independent,New Mexico,35.5280783,-108.7425843,"Gallup, NM, USA",Match
Truth or Consequences,http://www.heraldpub.com/,The Herald,New Mexico,33.142436,-107.2499749,"1204 N Date St, Truth or Consequences, NM 87901, USA",Match
Hobbs,http://hobbsnews.com/,Hobbs News-Sun,New Mexico,32.7021939,-103.1402901,"201 N Thorp St, Hobbs, NM 88240, USA",Match
Las Cruces,http://www.lcsun-news.com/,Las Cruces Sun-News,New Mexico,32.310927,-106.781537,"256 W Las Cruces Ave, Las Cruces, NM 88005, USA",Match
Los Alamos,http://www.lamonitor.com/,Los Alamos Monitor,New Mexico,35.8795425,-106.2853997,"256 Dp Rd, Los Alamos, NM 87544, USA",Match
Lovington,http://www.lovingtonleader.com/,Lovington Daily Leader,New Mexico,32.946322,-103.3493249,"14 W Ave B, Lovington, NM 88260, USA",Match
Cloudcroft,http://www.mountainmonthly.com/,Mountain Monthly,New Mexico,32.9573133,-105.7424855,"Cloudcroft, NM 88317, USA",Partial Match
Belen,http://www.news-bulletin.com/,News-Bulletin,New Mexico,34.6534403,-106.7918942,"1837 Camino Del Llano, Belen, NM 87002, USA",Match
Albuquerque,http://www.nmbiz.com/,New Mexico Business Journal,New Mexico,35.1004275,-106.5708588,"6565 Americas Pkwy #770, Albuquerque, NM 87110, USA",Match
Albuquerque,http://www.swcp.com/~thelink/,The New Mexico Jewish Link,New Mexico,35.0843859,-106.650422,"Albuquerque, NM, USA",Partial Match
Rio Rancho,http://www.observer-online.com/,The Observer,New Mexico,35.2639075,-106.6317923,"409 NM-528 #101, Rio Rancho, NM 87124, USA",Match
Portales,http://www.portales-news.com/,Portales News-Tribune,New Mexico,34.1869802,-103.3371516,"101 E 1st St, Portales, NM 88130, USA",Match
Chapel Hill,http://www.dailytarheel.com/,The Daily Tar Heel,North Carolina,35.9049122,-79.0469134,"Chapel Hill, NC, USA",Match
Piedmont Triad,http://www.thedepot.com/,The Depot,North Carolina,37.09024,-95.712891,United States,Partial Match
Dunn,http://www.dunndailyrecord.com,Dunn Daily Record,North Carolina,35.3083042,-78.6108873,"100 W Broad St, Dunn, NC 28334, USA",Match
Enterprise,http://www.themountaineer.com/,Enterprise Mountaineer,North Carolina,37.09024,-95.712891,United States,Partial Match
Fayetteville,http://www.fayettevillenc.com/,Fayetteville Observer-Times,North Carolina,35.037678,-78.892128,"458 Whitfield St, Fayetteville, NC 28306, USA",Match
Franklin,http://www.thefranklinpress.com/,The Franklin Press,North Carolina,35.1757812,-83.3736319,"40 Depot St, Franklin, NC 28734, USA",Match
Gastonia,http://www.gastongazette.com/,The Gaston Gazette,North Carolina,35.26778,-81.1429713,"1893 Remount Rd, Gastonia, NC 28054, USA",Match
Goldsboro,http://www.newsargus.com/,Goldsboro News-Argus,North Carolina,35.3729214,-77.9477188,"310 N Berkeley Blvd, Goldsboro, NC 27534, USA",Match
Havelock,http://www.havenews.com/,Havelock News,North Carolina,34.897319,-76.927526,"230 Stonebridge Square, Havelock, NC 28532, USA",Match
Sylva,http://www.thesylvaherald.com/,Herald and Ruralite,North Carolina,35.3734943,-83.2227353,"539 W Main St, Sylva, NC 28779, USA",Match
Durham,http://www.herald-sun.com/,The Herald-Sun,North Carolina,36.0182436,-78.9071531,"1530 N Gregson St #2a, Durham, NC 27701, USA",Match
Hickory,http://www.hickoryrecord.com/,The Hickory Daily Record,North Carolina,35.716775,-81.3185775,"1100 11th Ave Blvd SE, Hickory, NC 28602, USA",Match
High Point,http://www.hpe.com/,High Point Enterprise,North Carolina,35.9260195,-80.0295485,"213 Woodbine St, High Point, NC 27260, USA",Match
Columbia,http://www.mopress.com/,Missouri Press Association,Missouri,38.9493663,-92.3285265,"802 Locust St, Columbia, MO 65201, USA",Match
Blue Springs,http://www.examiner.net/,The Blue Springs Examiner,Missouri,39.0287773,-94.281444,"1500 NW Mock Ave Suite A, Blue Springs, MO 64015, USA",Match
Bolivar,http://www.zwire.com/site/news.cfm?brd=48,Bolivar Herald-Free Press,Missouri,37.6113147,-93.4100661,"335 S Springfield Ave, Bolivar, MO 65613, USA",Match
Boonville,http://www.boonvilledailynews.com/,Boonville Daily News,Missouri,38.9770647,-92.7452445,"412 High St, Boonville, MO 65233, USA",Match
Branson,http://www.branson.com/branson/news.htm,Branson Tri-Lakes Daily News,Missouri,36.6077365,-93.2250988,"200 Industrial Park Dr, Hollister, MO 65672, USA",Match
Carthage,http://www.carthagepress.com/,The Carthage Press,Missouri,37.1784412,-94.3209644,"800 W Central Ave, Carthage, MO 64836, USA",Match
Jamesport,http://www.jacksonmo.com/cashbook.html,Cash-Book Journal,Missouri,37.3827306,-89.6691348,"210 W Main St, Jackson, MO 63755, USA",Partial Match
Cassville,http://www2.mo-net.com/~democrat/,Cassville Democrat,Missouri,36.6783981,-93.8686155,"600 Main St, Cassville, MO 65625, USA",Match
Passaic,http://www.heraldandnews.net/,North Jersey Herald & News,New Jersey,41.0593355,-74.754326,"2 Spring St, Newton, NJ 07860, USA",Match
Iselin,http://www.njlnews.com/,New Jersey Lawyer Weekly,New Jersey,40.565027,-74.328758,"33 S Wood Ave #600, Iselin, NJ 08830, USA",Match
Jersey City,http://www.nj.com/news/,New Jersey Online,New Jersey,40.7354112,-74.0648675,"795 Newark Ave, Jersey City, NJ 07306, USA",Match
Nutley,http://www.zwire.com/site/news.cfm?brd=1849,Nutley Journal,New Jersey,40.8109041,-74.1501347,"90 Centre St, Nutley, NJ 07110, USA",Match
Point Pleasant Beach,http://www.thecoaststar.com/os/,Ocean Star,New Jersey,40.091966,-74.051456,"421 River Ave, Point Pleasant Beach, NJ 08742, USA",Match
East Orange,http://www.zwire.com/site/news.cfm?brd=1851,Orange Transcript,New Jersey,40.776098,-74.2074603,"344 Prospect St, East Orange, NJ 07017, USA",Match
Pleasantville,http://www.pressplus.com/,The Press of Atlantic City,New Jersey,39.3980747,-74.537651,"1000 W Washington Ave, Pleasantville, NJ 08232, USA",Match
Princeton,http://www.pacpub.com/,The Princeton Packet,New Jersey,40.300676,-74.3032086,"198 U.S. 9 Suite 100, Manalapan Township, NJ 07726, USA",Match
Princeton,http://www.towntopics.com/,Princeton Town Topics,New Jersey,40.3756149,-74.6134543,"4438 NJ-27, Princeton, NJ 08540, USA",Match
Linden,http://www.zwire.com/site/news.cfm?brd=1855,Rahway Progress,New Jersey,40.6081591,-74.2776468,"Rahway, NJ 07065, USA",Partial Match
Hackensack,http://www.bergen.com/,The Record Online,New Jersey,40.8879465,-74.041126,"303 Main St, Hackensack, NJ 07601, USA",Match
Middlesex,http://www.spobserver.com/,South Plainfield Observer,New Jersey,40.5722252,-74.4185613,"1110 Hamilton Blvd, South Plainfield, NJ 07080, USA",Match
Cape May,http://www.starandwave.com/,Star and Wave,New Jersey,38.9386179,-74.927034,"600 Park Blvd # 28, West Cape May, NJ 08204, USA",Match
Jackson,http://www.mspress.org/,Mississippi Press Association,Mississippi,32.363289,-90.155665,"371 Edgewood Terrace Dr, Jackson, MS 39206, USA",Match
Cleveland,http://www.bolivarcom.com/,The Bolivar Commercial,Mississippi,33.7576857,-90.7188697,"821 N Chrisman Ave, Cleveland, MS 38732, USA",Match
Jackson,http://www.clarionledger.com/,The Clarion-Ledger,Mississippi,32.298116,-90.18355,"201 S Congress St, Jackson, MS 39201, USA",Match
Brookhaven,http://www.dailyleader.com/,Daily Leader,Mississippi,31.5803761,-90.4416399,"128 Railroad Ave, Brookhaven, MS 39601, USA",Match
West Point,http://www.dailytimesleader.com/,Daily Times Leader,Mississippi,33.6073281,-88.6488513,"221 E Main St, West Point, MS 39773, USA",Match
Greenville,http://www.ddtonline.com/,Delta Democrat Times,Mississippi,33.430328,-91.046287,"988 N Broadway St, Greenville, MS 38701, USA",Match
Olive Branch,http://www.dctribune.com,DeSoto County Tribune,Mississippi,34.824453,-89.9944589,"2445 Hwy 51 S, Hernando, MS 38632, USA",Match
Southaven,http://www.desototimes.com/,DeSoto Times Today,Mississippi,34.9473891,-89.9977108,"5959 Pepper Chase Dr, Southaven, MS 38671, USA",Match
Senatobia,http://www.thedemocrat.com/,The Democrat,Mississippi,34.6190258,-89.9607919,"219 E Main St, Senatobia, MS 38668, USA",Match
McComb,http://www.enterprise-journal.com/,Enterprise-Journal,Mississippi,31.248473,-90.483233,"112 Oliver Emmerich Dr, McComb, MS 39648, USA",Match
North Sutton,http://www.intertownrecord.com/,Intertown Record,New Hampshire,43.3703843,-71.9427228,"1719 NH-114, North Sutton, NH 03260, USA",Match
Keene,http://www1.keenesentinel.com/,The Keene Sentinel,New Hampshire,42.933692,-72.2781409,"Keene, NH, USA",Match
Milford,http://www.cabinet.com/,The Milford Cabinet,New Hampshire,42.8362477,-71.6479396,"54 School St, Milford, NH 03055, USA",Match
Peterborough,http://www.monadnockledger.info/,Monadnock Ledger,New Hampshire,42.876803,-71.950482,"20 Grove St, Peterborough, NH 03458, USA",Match
Portsmouth,http://www.nhgazette.com/,New Hampshire Gazette,New Hampshire,43.0808627,-70.8077002,"111 New Hampshire Ave, Portsmouth, NH 03801, USA",Match
Colebrook,http://www.colbsent.com/,The News and Sentinel,New Hampshire,44.8948381,-71.4969879,"6 Bridge St, Colebrook, NH 03576, USA",Match
Colebrook,http://www.northernnhmagazine.com/,Northern New Hampshire Magazine,New Hampshire,44.894313,-71.496296,"Colebrook, NH 03576, USA",Partial Match
Peterborough,http://www.peterboroughtranscript.com/,Peterborough Transcript,New Hampshire,42.876803,-71.950482,"20 Grove St, Peterborough, NH 03458, USA",Match
Portsmouth,http://www.seacoastonline.com/,Portsmouth Herald,New Hampshire,43.0717552,-70.7625532,"Portsmouth, NH 03801, USA",Match
Plaistow,http://www.yorkweekly.com/news/rock/,Rockingham News,New Hampshire,42.7493622,-71.2052414,"402 S Broadway, Salem, NH 03079, USA",Match
Somersworth,http://www.somersworld.com/,Somersworld,New Hampshire,43.2617503,-70.8653372,"Somersworth, NH, USA",Partial Match
Nashua,http://www.nashuatelegraph.com/,The Telegraph,New Hampshire,42.7620912,-71.4653726,"110 Main St, Nashua, NH 03060, USA",Match
Manchester,http://www.theunionleader.com/,The Union Leader,New Hampshire,42.9753,-71.4051124,"100 William Loeb Dr, Manchester, NH 03109, USA",Match
Weirs,http://www.weirs.com/w_times/timefram.html,The Weirs Times,New Hampshire,43.6102758,-71.4733952,"515 Endicott St N, Laconia, NH 03246, USA",Match
Springfield,http://www.springfieldnews.com/,Springfield News,Oregon,37.2147571,-93.2932838,"651 N Boonville Ave, Springfield, MO 65806, USA",Match
Bend,http://www.sourceweekly.com/,The Source,Oregon,44.0549607,-121.3167051,"704 NW Georgia Ave, Bend, OR 97703, USA",Match
Scappoose,http://www.columbia-center.org/newsspot/,South County Spotlight,Oregon,45.7397966,-122.8772724,"33548 Havlik Dr, Scappoose, OR 97056, USA",Partial Match
Salem,http://www.statesmanjournal.com/,Statesman Journal,Oregon,44.9115365,-123.0444509,"340 Vista Ave SE, Salem, OR 97302, USA",Match
Portland State University,http://www.dailyvanguard.com/,Vanguard,Oregon,45.5122308,-122.6587185,"Portland, OR, USA",Partial Match
Enterprise,http://www.wallowa.com/chieftain/,Wallowa County Chieftain,Oregon,45.4271042,-117.2786972,"209 NW 1st St, Enterprise, OR 97828, USA",Match
Portland,http://www.wweek.com/,Willamette Week,Oregon,45.5331817,-122.6974396,"2624, 2220 NW Quimby St, Portland, OR 97210, United States",Match
Woodburn,http://www.woodburnindependent.com/,Woodburn Independent,Oregon,45.1445018,-122.8551353,"650 N 1st St, Woodburn, OR 97071, USA",Match
Coos Bay,http://www.theworldlink.com/,The World,Oregon,43.3686546,-124.2155498,"350 Commercial Ave, Coos Bay, OR 97420, USA",Partial Match
Laughlin,http://www.laughlinentertainer.com/,Laughlin Entertainer,Nevada,35.0973827,-114.5969144,"2435 Miracle Mile, Bullhead City, AZ 86442, USA",Match
Lovelock,http://lovelocknv.com/index.cgi?area=news/,Lovelock Review-Miner,Nevada,40.1756649,-118.4781078,"500 Cornell Ave, Lovelock, NV 89419, USA",Match
Yerington,http://www.tele-net.net/mvn/,Mason Valley News,Nevada,38.9940812,-119.1659457,"207 W Goldfield Ave, Yerington, NV 89447, USA",Match
Carson City,http://www.nevadaappeal.com/,Nevada Appeal,Nevada,39.1514231,-119.7597951,"580 Mallory Way, Carson City, NV 89701, USA",Match
Las Vegas,http://www.nevadabusiness.com/,Nevada Business Journal,Nevada,36.0550536,-115.0478794,"375 N Stephanie St, Henderson, NV 89014, USA",Match
Lovelock,http://nevadarancher.com/,Nevada Rancher,Nevada,40.1793537,-118.4734808,"Lovelock, NV 89419, USA",Partial Match
Lake Tahoe,http://tb.us.publicus.com/,North Lake Tahoe Bonanza,Nevada,39.2490719,-119.9492545,"925 Tahoe Blvd # 206, Incline Village, NV 89451, USA",Match
Pahrump,http://www.pahrumpvalleytimes.com/,Pahrump Valley Times,Nevada,36.2082493,-115.9860489,"1570 NV-372, Pahrump, NV 89048, USA",Match
Gardnerville,http://rc.us.publicus.com/,Record-Courier,Nevada,38.9463415,-119.7552012,"1503 U.S. Hwy 395 N # G, Gardnerville, NV 89410, USA",Match
Reno,http://www.rgj.com/,Reno Gazette-Journal,Nevada,39.5289333,-119.7967023,"955 Kuenzli St, Reno, NV 89502, USA",Match
Reno,http://www.newsreview.com/reno/,Reno News & Review,Nevada,39.5044381,-119.7904885,"760 Margrave Dr Suite 100, Reno, NV 89502, USA",Match
Shawnee,http://www.news-star.com/,Shawnee Online,Oklahoma,35.3272928,-96.9253004,"Shawnee, OK, USA",Partial Match
Sulphur,http://www.brightok.net/sulphurtimes/,Sulphur Times-Democrat,Oklahoma,34.5069405,-96.9680866,"115 W Muskogee Ave, Sulphur, OK 73086, USA",Match
Tahlequah,http://www.cnhi.com/tahlequah/,Tahlequah Daily Press,Oklahoma,35.902986,-94.975352,"106 W 2nd St, Tahlequah, OK 74464, USA",Match
Tulsa,http://www.gtrnews.com/tulsafree.htm,Tulsa Free Press,Oklahoma,36.0586221,-95.8693435,"7116 S Mingo Rd # 103, Tulsa, OK 74133, USA",Match
Tulsa,http://www.tulsatoday.com/,Tulsa Today,Oklahoma,36.1539816,-95.992775,"Tulsa, OK, USA",Match
Tulsa,http://www.tulsaworld.com/,Tulsa World,Oklahoma,36.1525329,-95.9918786,"315 S Boulder Ave, Tulsa, OK 74103, USA",Match
Tulsa,http://www.gtrnews.com/union.htm,Union Boundary,Oklahoma,36.0588595,-95.8694505,"7116 S Mingo Rd # 103, Tulsa, OK 74133, USA",Match
Tulsa,http://www.bestoftulsa.com/,Urban Tulsa,Oklahoma,36.1272949,-95.9397475,"2519 S Harvard Ave, Tulsa, OK 74114, USA",Match
Weatherford,http://www.wdnonline.com/,Weatherford Daily News,Oklahoma,35.5252831,-98.7089885,"118 S Broadway St, Weatherford, OK 73096, USA",Match
Reston,http://www.fairfaxtimes.com/,Times Community Newspapers,Virginia,38.9628427,-77.3549424,"1760 Reston Pkwy # 411, Reston, VA 20190, USA",Match
Arlington,http://www.usatoday.com/,USA Today,Virginia,38.896399,-77.071968,"1812 N Moore St, Arlington, VA 22209, USA",Match
Covington,http://www.alleghanyhighlands.com/,Virginian Review,Virginia,37.7900408,-79.9956063,"128 N Maple Ave, Covington, VA 24426, USA",Match
Norfolk,http://www.pilotonline.com/,The Virginian-Pilot,Virginia,36.8547778,-76.2899325,"150 W Brambleton Ave, Norfolk, VA 23510, USA",Match
Front Royal,http://www.valleylife.net/991202/sentinel.htm,The Warren Sentinel,Virginia,38.924784,-78.193543,"429 N Royal Ave, Front Royal, VA 22630, USA",Match
Arlington,http://washington.bcentral.com/washington/,Washington Business Journal,Virginia,38.8945631,-77.0701681,"1100 Wilson Blvd Suite 800, Arlington, VA 22209, USA",Match
Winchester,http://www.winchesternews.com/,Winchester News,Virginia,39.1834649,-78.162055,"2 N Kent St, Winchester, VA 22601, USA",Match
Winchester,http://www.winchesterstar.com/,The Winchester Star,Virginia,39.1834649,-78.162055,"2 N Kent St, Winchester, VA 22601, USA",Match
Sparta,http://ns.egyptian.net/~leftypen/plain.htm,Sparta News-Plaindealer,Illinois,38.1231053,-89.7017658,"Sparta, IL 62286, USA",Partial Match
Carbondale,http://www.southernillinoisan.com/,Southern Illinoisan,Illinois,37.7345756,-89.2185414,"710 N Illinois Ave, Carbondale, IL 62901, USA",Match
Kewanee,http://www.starcourier.com/,Star-Courier,Illinois,41.242025,-89.924511,"105 E Central Blvd, Kewanee, IL 61443, USA",Match
Springfield,http://www.sj-r.com/,The State Journal-Register,Illinois,39.7986653,-89.6426688,"One Copley Plaza, Springfield, IL 62705, United States",Match
Staunton,http://www.stauntonstartimes.com/,Staunton Star-Times,Illinois,39.0120217,-89.7875433,"108 W Main St, Staunton, IL 62088, USA",Match
Streator,http://www.times-press.com/,Streator Times-Press,Illinois,41.1200957,-88.8362499,"115 Oak St, Streator, IL 61364, USA",Match
Naperville,http://www.suburbanchicagonews.com/sunpub/,Sun Publications Newspapers,Illinois,41.7659713,-88.218692,"495 N Commons Dr, #120, Aurora, IL 60504, United States",Match
Alton,http://www.thetelegraph.com/,The Telegraph,Illinois,38.8908961,-90.1863333,"219 Piasa St, Alton, IL 62002, USA",Match
Dixon,http://www.saukvalley.com/,The Telegraph,Illinois,41.8423862,-89.4854221,"113 S Peoria Ave, Dixon, IL 61021, USA",Partial Match
Tinley Park,http://www.starnewspapers.com/index/spindex.html,Tinley Park Star,Illinois,41.5807822,-87.791038,"7100 W 171st St, Tinley Park, IL 60477, USA",Match
Vernon Hills,http://www.pioneerlocal.com/homepage/vh/,Vernon Hills Review,Illinois,42.2393323,-87.9653565,"Vernon Hills, IL, USA",Match
Oak Park,http://www.wjinc.com/,Wednesday Journal,Illinois,41.8861043,-87.7946221,"2901, 141 S Oak Park Ave, Oak Park, IL 60302, United States",Match
West Proviso,http://www.pioneerlocal.com/cgi-bin/ppo-newsstand?paper2=wp,West Proviso Herald ,Illinois,41.8670215,-87.9003778,"4701 Harrison St, Hillside, IL 60162, USA",Match
Naperville,http://www.suburbanchicagonews.com/SunPub/wheaton/,Wheaton Sun,Illinois,41.798724,-88.122543,"1555 Naperville Wheaton Rd #212, Naperville, IL 60563, USA",Match
Wheeling,http://www.pioneerlocal.com/cgi-bin/ppo-newsstand?paper2=wh,Wheeling Countryside,Illinois,40.0639616,-80.7209149,"Wheeling, WV 26003, USA",Match
Shamokin,http://www.newsitem.com/,News-Item,Pennsylvania,40.7926665,-76.5517862,"707 N Rock St, Shamokin, PA 17872, USA",Match
Warrendale,http://www.nhnewsrecord.com/,North Hills News Record,Pennsylvania,40.1126101,-75.1696199,"North Hills, PA 19038, USA",Partial Match
Wexford,http://www.northjournalstar.com/,North Journal,Pennsylvania,40.6266318,-80.0549768,"Wexford, PA 15090, USA",Partial Match
Philadelphia,http://newsgleaner.com/,Northeast News Gleaner,Pennsylvania,39.9525839,-75.1652215,"Philadelphia, PA, USA",Partial Match
Irwin,http://www.norwinstar.com/,Norwin Star,Pennsylvania,40.3179221,-79.6930745,"Norwin Ave, Irwin, PA 15642, USA",Partial Match
Oakmont,http://www.oakmontveronastar.com/,Oakmont Advance Leader,Pennsylvania,40.5217347,-79.8422719,"Oakmont, PA, USA",Partial Match
Washington,http://www.observer-reporter.com/,Observer-Reporter,Pennsylvania,40.1689994,-80.2448713,"4904, 122 S Main St, Washington, PA 15301, United States",Match
Harrisburg,http://www.pennlive.com/patriotnews/today/,Patriot News,Pennsylvania,40.2845301,-76.9793995,"2020 Technology Pkwy #300, Mechanicsburg, PA 17050, USA",Match
Penn Hills,http://www.pennhillsstar.com/,Penn Hills Progress,Pennsylvania,40.4539422,-79.8255568,"460 Rodi Rd, Penn Hills, PA 15235, USA",Match
New Bloomfield,http://www.perrycountytimes.com/,Perry County Times,Pennsylvania,40.419558,-77.1895324,"51 North Church Street, New Bloomfield, PA 17068, USA",Match
Philadelphia,http://philadelphia.bcentral.com/philadelphia/,Philadelphia Business Journal,Pennsylvania,39.9501191,-75.1475201,"400 Market St, Philadelphia, PA 19106, USA",Match
Philadelphia,http://www.philly.com/,Philadelphia Inquirer,Pennsylvania,39.9516669,-75.1537371,"801 Market St, Philadelphia, PA 19107, USA",Match
Philadelphia,http://www.phillynews.com/pdn/,Philadelphia Daily News,Pennsylvania,39.9516669,-75.1537371,"801 Market St, Philadelphia, PA 19107, USA",Match
McMinnville,http://www.southernstandard.com/,Southern Standard,Tennessee,35.682909,-85.773264,"105 College St, McMinnville, TN 37110, USA",Partial Match
Jefferson City,http://www.standardbanner.com/,Standard Banner,Tennessee,36.1255299,-83.4938068,"122 W Old Andrew Johnson Hwy, Jefferson City, TN 37760, USA",Match
Dyersburg,http://dyersburgnews.com/,State Gazette,Tennessee,36.0374541,-89.4105668,"294 US-51 BYP, Dyersburg, TN 38024, USA",Match
Nashville,http://tennesseetribune.tripod.com,Tennessee Tribune,Tennessee,36.1702969,-86.8023447,"1501 Jefferson St, Nashville, TN 37208, USA",Match
Nashville,http://www.tennessean.com/,The Tennessean,Tennessee,36.1626638,-86.7816016,"Nashville, TN, USA",Match
Chattanooga,http://www.timesfreepress.com/,Times Free Press,Tennessee,35.0418629,-85.3051287,"400 E 11th St, Chattanooga, TN 37403, USA",Match
Mountain City,http://www.thetomahawk.com/,The Tomahawk,Tennessee,36.473962,-81.8047359,"116 S Church St, Mountain City, TN 37683, USA",Match
Tullahoma,http://www.tullahomanews.com/,Tullahoma News,Tennessee,35.377837,-86.235065,"505 Lake Way Pl, Tullahoma, TN 37388, USA",Match
Tullahoma,http://www.tullahoma.net/,Tullahoma News Leader,Tennessee,35.377837,-86.235065,"505 Lake Way Pl, Tullahoma, TN 37388, USA",Match
Union City,http://www.ucmessenger.com/,Union City Daily Messenger,Tennessee,36.416529,-89.053362,"613 E Jackson St, Union City, TN 38261, USA",Match
Martin,http://www.wcpnews.com/,Weakley County Press,Tennessee,36.3447181,-88.8504673,"235 S Lindell St, Martin, TN 38237, USA",Match
Lewisburg,http://www.weeklyeagle.com/,Weekly Eagle,Tennessee,37.09024,-95.712891,United States,Partial Match
Lebanon,http://www.wilsonworld.com/,The Wilson World,Tennessee,37.09024,-95.712891,United States,Partial Match
Ardmore,http://ycsonline.com/,Your Community Shopper,Tennessee,34.993933,-86.850078,"26297 Savings Center Dr, Ardmore, TN 38449, United States",Match
Fredericksburg,http://www.fredericksburgstandard.com/,Fredericksburg Standard,Texas,30.2835651,-98.8832894,"712 W Main St, Fredericksburg, TX 78624, USA",Match
Frisco,http://www.zwire.com/news/newslist.cfm?brd=1435,Frisco Enterprise,Texas,33.1316554,-96.8037752,"6464 Preston Rd, Frisco, TX 75034, USA",Match
Gainesville,http://www.gainesvilleregister.com/,Gainesville Daily Register,Texas,33.6240299,-97.1432789,"306 E California St, Gainesville, TX 76240, USA",Match
Galveston,http://www.galvnews.com/,The Galveston County Daily News,Texas,29.2848278,-94.865991,"8522 Teichman Rd, Galveston, TX 77554, USA",Match
Seguin,http://www.seguingazette.com/,The Gazette-Enterprise,Texas,29.5950344,-97.949527,"1012 Schriewer, Seguin, TX 78155, USA",Match
Gilmer,http://www.gilmermirror.com/,Gilmer Mirror,Texas,32.7291167,-94.9430499,"214 E Marshall St, Gilmer, TX 75644, USA",Match
Greenville,http://www.greenvilleheraldbanner.com/,Greenville Herald-Banner,Texas,33.1405693,-96.110306,"2305 King St, Greenville, TX 75401, USA",Match
Hamilton,http://www.herald-news.com/,Hamilton Herald-News,Texas,31.7038935,-98.1242215,"112 E Main St, Hamilton, TX 76531, USA",Match
Sherman,http://www.heralddemocrat.com/,Herald Democrat,Texas,33.63063,-96.6135922,"603 S Sam Rayburn Fwy, Sherman, TX 75090, USA",Match
Rosenberg,http://www.herald-coaster.com/,The Herald-Coaster,Texas,29.549131,-95.8060739,"1902 4th St, Rosenberg, TX 77471, USA",Match
Marble Falls,http://www.highlandernews.com/,The Highlander,Texas,30.5636899,-98.2739065,"304 A Highlander Circle, Marble Falls, TX 78654, USA",Match
Granbury,http://www.hcnews.com/,Hood County News,Texas,32.4286909,-97.7929176,"1501 S Morgan St, Granbury, TX 76048, USA",Match
Houston,http://houston.bcentral.com/houston/,Houston Business Journal,Texas,29.7389093,-95.4736056,"5444 Westheimer Rd #1700, Houston, TX 77056, USA",Match
Georgetown,http://www.newsdemocrat.com/,Georgetown News Democrat,Ohio,38.8647053,-83.9037902,"111 E State St, Georgetown, OH 45121, USA",Match
Circleville,http://www.circlevilleherald.com/,Herald,Ohio,39.5994169,-82.9379229,"401 E Main St, Circleville, OH 43113, USA",Match
Steubenville,http://www.hsconnect.com/,Herald-Star,Ohio,40.3653487,-80.6161269,"401 Herald Square, Steubenville, OH 43952, USA",Match
Massillon,http://www.massillonindependent.com/,The Independent,Ohio,40.7967244,-81.5215093,"Massillon, OH, USA",Partial Match
Ironton,http://www.irontontribune.com/,The Ironton Tribune,Ohio,38.5109791,-82.6621641,"2903 S 5th St, Ironton, OH 45638, USA",Match
Hamilton,http://www.journal-news.com/,Journal-News,Ohio,39.3989813,-84.5612413,"228 Court St, Hamilton, OH 45011, USA",Match
Akron,http://www.akron.com/,Leader Online,Ohio,41.1363605,-81.6207838,"4454, 3075 Smith Rd # 204, Fairlawn, OH 44333, United States",Match
Lima,http://www.limanews.com/,The Lima News,Ohio,40.7717621,-84.1698366,"3515 Elida Rd, Lima, OH 45807, USA",Match
Logan,http://www.logandaily.com/,Logan Daily News,Ohio,39.540345,-82.407421,"72 E Main St, Logan, OH 43138, USA",Match
London,http://www.madison-press.com/,The Madison Press,Ohio,39.8857618,-83.4499291,"55 W High St, London, OH 43140, USA",Match
Marietta,http://www.mariettaleader.com/,The Marietta Leader,Ohio,33.9422971,-84.5205154,"South Marietta Pkwy SE, Marietta, GA, USA",Match
Marysville,http://www.marysvillejt.com/,Marysville Journal-Tribune,Ohio,40.2378447,-83.3671205,"207 N Main St, Marysville, OH 43040, USA",Match
Medina,http://www.medina-gazette.com/,The Medina County Gazette,Ohio,41.1415768,-81.8844411,"885 W Liberty St, Medina, OH 44256, USA",Match
Miamisburg,http://www.msbgwcnews.com/,The Miamisburg News,Ohio,39.6428362,-84.2866083,"Miamisburg, OH, USA",Partial Match
Middletown,http://www.middletown.com/,Middletown Journal,Ohio,39.5153735,-84.4046402,"56 S Broad St, Middletown, OH 45044, USA",Match
Oneonta,http://www.thedailystar.com/,The Daily Star,New York,42.4553371,-75.0679684,"102 Chestnut St, Oneonta, NY 13820, USA",Match
Bridgehamptom,http://www.danspapers.com/,Dan's Papers,New York,40.8970342,-72.4039576,"158 County Rd 39, Southampton, NY 11968, USA",Partial Match
Rochester,http://www.rochesterdandc.com/,Democrat and Chronicle,New York,43.1571065,-77.6060315,"245 E Main St, Rochester, NY 14604, USA",Match
East Hampton,http://www.easthamptonstar.com/,East Hampton Star,New York,40.9583856,-72.1908187,"153 Main St, East Hampton, NY 11937, USA",Match
New York,http://www.mediainfo.com/,Editor & Publisher,New York,40.7427724,-73.9892868,"1115 Broadway, 10th Floor, New York, NY 10010, United States",Match
